,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SLC25A5,337.9170266,-1.676583621,0.737242264,-2.274128468,0.022958264,0.240912796
MECOM,3058.003796,0.963817287,0.389503749,2.474474994,0.013343216,0.17850178
CAPZA2,306.4247512,-0.503041848,0.49866329,-1.008780591,0.313079871,0.746435811
COL4A2,5154.122015,-0.139434521,0.356462656,-0.39116165,0.695677753,0.930098995
HMGB2,892.7517069,1.336754535,0.389924601,3.428238516,0.000607511,0.023386231
RAP1A,779.4481102,1.822988705,0.433166408,4.208518186,2.57E-05,0.001887078
BAG4,157.6175942,-0.486482559,0.698053982,-0.696912518,0.485857543,0.853825908
HOOK1,376.2640066,-0.611353292,0.567518888,-1.07723867,0.281373654,0.722946515
ZNF770,227.5939376,-1.084275281,0.681887966,-1.590107665,0.111810539,0.515197553
CHD4,2157.681462,-0.299997871,0.20162253,-1.487918393,0.136772416,0.561301263
DSG2,340.0035143,-1.050306579,0.646269194,-1.625184347,0.104123285,0.501151992
ANXA4,303.228413,-0.149728106,0.499986079,-0.299464549,0.764585617,0.94805247
GGCT,45.12339287,-1.028801771,0.817709118,-1.258151278,0.208337052,0.653486768
NAA50,396.9573747,-0.368354214,0.477033218,-0.772177283,0.440009434,0.832679134
KCNE4,20.39828368,-1.446139928,0.980561544,-1.474807917,0.140264192,0.566449339
PIGB,34.99592197,-0.639832056,0.859966837,-0.744019453,0.456864706,0.841619797
COBLL1,1533.596524,-0.829408987,0.491889067,-1.686170812,0.091762904,0.476375875
LDHB,1480.297867,-1.666754984,0.526766489,-3.164124935,0.0015555,0.044454436
EIF4G2,1904.461743,-0.43676103,0.334451793,-1.305901297,0.191586126,0.63317319
ENPP5,73.16859757,-0.445346089,0.8441765,-0.527550919,0.597811066,0.90035827
SMAD6,307.4633021,1.679686899,0.477753991,3.515798778,0.000438433,0.018619737
SEC23IP,289.3852888,-1.009163592,0.608876073,-1.657420348,0.09743452,0.489851555
PP7080,340.9547701,-1.103857339,0.779289944,-1.416491189,0.156631742,0.58742182
LINC01002,176.7721694,5.710295871,0.955344062,5.977213969,2.27E-09,5.04E-07
RAB43,142.0476362,2.513807825,0.610747846,4.115950375,3.86E-05,0.00264395
CBFA2T3,185.9177666,1.739652498,0.646518702,2.69079996,0.007128092,0.125236112
CRYL1,255.3756983,-2.185057415,0.725580309,-3.011461843,0.002599931,0.062328732
ACTN4,2316.36329,-0.918547204,0.291374993,-3.152457228,0.001619025,0.045675019
MEGF6,800.6621786,1.246559179,0.58032184,2.14804802,0.031709941,0.285231668
ZNF608,469.867146,-0.903985893,0.441486005,-2.047598075,0.040599398,0.323942188
DEK,1809.219889,1.639580947,0.40819091,4.016701269,5.90E-05,0.00383128
ATP6V1E1,252.7527864,-0.864472736,0.739721714,-1.168645884,0.242546334,0.685964814
BMI1,294.1847616,3.138917787,0.686679912,4.571151322,4.85E-06,0.00045183
NDUFA9,148.3027689,-0.757411401,0.562900196,-1.34555185,0.178447089,0.618651535
LOC100507373,187.4140607,0.768109251,0.535536158,1.434280842,0.151492135,0.581244742
EXOC3L2,235.691718,1.63435803,0.445746143,3.666566844,0.000245829,0.011957983
CBLL1,120.3054744,-0.842233093,0.637287368,-1.321590754,0.186304464,0.62751843
C14orf105,516.0412741,-0.73622379,0.542197095,-1.357852702,0.174510428,0.615838444
MYSM1,469.0012062,-0.772532939,0.463863922,-1.665430101,0.095826978,0.486600968
MBD5,332.1991584,-1.30215854,0.40452078,-3.219015201,0.001286317,0.039261486
APOBEC3F,235.2021558,2.229991991,0.653409477,3.412855292,0.000642861,0.024135385
PDE1A,376.7197203,-0.591243193,0.630194371,-0.938191803,0.34814585,0.774058123
SNORA45B,869.3517621,4.935337697,0.705560494,6.99491785,2.65E-12,1.12E-09
ADAM10,634.376108,-0.199614589,0.465032576,-0.429248613,0.667742309,0.920978846
RNU6-31P,100.2258108,5.853429513,0.896179251,6.531538761,6.51E-11,1.89E-08
TMBIM4,86.29734859,-1.043704268,0.781468119,-1.335568583,0.181690324,0.622487947
GNAI3,293.6648248,-0.36752658,0.464685301,-0.790915013,0.428993587,0.82514215
CERS2,1744.139657,1.580895647,0.466490777,3.388910833,0.000701708,0.025426302
FBXW11,272.5767769,-0.861710481,0.485535066,-1.774764669,0.075936752,0.439765099
QSER1,341.1812102,-0.369626421,0.599314944,-0.616748214,0.537400815,0.876277045
SNORA80E,2220.520553,2.917020385,0.676755931,4.310298958,1.63E-05,0.001298224
AGPS,376.5161121,-0.550603842,0.509912512,-1.079800612,0.280230978,0.722142063
MPHOSPH6,66.84913728,-0.566332456,0.768618591,-0.736818576,0.461232685,0.843298677
CPD,726.5245379,-0.325104608,0.432526217,-0.751641393,0.452266744,0.839729793
ZMYND8,551.4492685,-0.716130444,0.411852982,-1.738801163,0.082069744,0.454454972
NBPF12,619.9771307,1.36834068,0.418754567,3.267643596,0.001084468,0.034822896
ZDHHC2,202.6223518,-0.29931364,0.680903241,-0.439583221,0.660238995,0.918528306
KLHL5,438.8131773,-0.629653271,0.417717611,-1.507365873,0.131716901,0.551804197
AKAP8L,1171.722928,1.016917944,0.316818374,3.209782097,0.001328356,0.039988385
DGAT1,298.0447567,1.195525253,0.343353817,3.481904652,0.000497861,0.020355606
SLC3A1,598.5016856,-1.303072408,0.586979021,-2.219964192,0.026421198,0.259858912
ARHGAP21,679.9449098,-0.20680107,0.344573072,-0.600166081,0.548395556,0.880249975
CEP131,437.635116,0.83647496,0.394447482,2.120624412,0.033953422,0.294471752
LINC01278,132.8571876,-0.453966882,0.607154749,-0.747695514,0.454643837,0.840107532
PTBP2,184.2908587,-0.215218851,0.504587288,-0.426524521,0.669725684,0.921681256
CEBPD,428.2790174,-1.718608582,0.678160652,-2.534220436,0.011269781,0.162545696
NEMF,787.5257473,-0.022690944,0.318278396,-0.071292757,0.94316476,0.988009443
OTUD4,350.7897397,-0.210736704,0.503045239,-0.418921974,0.675273157,0.923944731
DCAF16,513.6275371,1.472031624,0.454108014,3.241589176,0.001188652,0.036923338
LOC100190986,128.9911123,3.238158389,0.569842158,5.68255322,1.33E-08,2.50E-06
CCDC186,501.2771732,-0.54168934,0.4881,-1.109791722,0.267088787,0.71016522
GNPTAB,347.3697159,-0.50435365,0.300050409,-1.68089639,0.092783041,0.480031307
PSMB7,117.9441508,-0.391282008,0.64839661,-0.603460909,0.546202113,0.87901551
KIAA1191,277.5933488,-1.154505511,0.644406035,-1.79158085,0.073200133,0.432503778
SCARNA23,532.6081722,6.136114848,0.868735908,7.063268358,1.63E-12,6.98E-10
ARHGAP33,272.5005147,0.764523614,0.50226469,1.522152821,0.127970793,0.545102122
TEAD1,682.9817278,-0.192399142,0.366683319,-0.524701102,0.599790991,0.90035827
SPACA6P,1298.086578,2.517894968,0.481634015,5.227817993,1.72E-07,2.30E-05
41339a,374.3849943,-0.291544352,0.559415352,-0.521159011,0.602256005,0.900844059
MTFR1,106.6616468,-1.028042613,0.649063275,-1.583886583,0.113219531,0.518159745
NBR1,898.0080923,-0.845175343,0.45273461,-1.866822911,0.061926322,0.400212613
LINC00472,1583.575979,-0.315059394,0.44705643,-0.704741891,0.480970876,0.85193547
RBMS1,1239.262086,1.320956168,0.462405237,2.85670676,0.004280611,0.090004891
RARS,118.1283918,-0.372051036,0.753258682,-0.493922002,0.621361266,0.905770236
ZNF280D,195.9296764,-0.281895248,0.737238228,-0.382366563,0.702189488,0.93291429
LAMB1,3064.936369,-0.335651682,0.330241385,-1.016382856,0.309447106,0.743969011
SOX6,474.3194701,-1.457877804,0.345847596,-4.215376432,2.49E-05,0.001837462
UQCR10,112.9210978,-1.004819198,0.947070236,-1.06097643,0.288700613,0.72887493
RAB7A,602.4898258,-0.471690648,0.452933981,-1.041411481,0.297684616,0.73441084
PCNXL4,162.7152515,-0.892900271,0.878184309,-1.01675726,0.309268919,0.743812278
SLX4IP,35.29693217,-0.870327134,0.802001492,-1.085193909,0.277835781,0.720028186
TRIM56,1435.567751,1.68087614,0.403670197,4.163983748,3.13E-05,0.002197878
NCEH1,104.8736295,-0.878028554,0.790835568,-1.110254254,0.26688948,0.709858125
VPS35,313.499421,-0.705959786,0.563398032,-1.25303914,0.210191463,0.655133918
ZNF587B,457.3848748,1.995021044,0.461798392,4.320112587,1.56E-05,0.001246839
C14orf159,361.476424,-0.650866508,0.333651035,-1.950740263,0.051087951,0.367937586
PSMA3,115.8412741,-0.872212053,0.882724062,-0.988091399,0.323107888,0.754806167
KRI1,901.5894267,1.007432133,0.352954645,2.854282118,0.004313421,0.090233921
NEAT1,28112.69289,-0.540847905,0.370878475,-1.45828874,0.144760973,0.573020631
MED19,119.6332813,1.257114866,0.416076542,3.021354824,0.002516463,0.060975592
ARHGEF28,899.303124,-0.551156479,0.399619739,-1.37920234,0.167832377,0.605804017
MYCBP2,1557.019016,-0.665643563,0.245916184,-2.706790388,0.006793714,0.121304032
CX3CL1,139.0390682,-0.69919486,0.781149126,-0.895084993,0.370741655,0.788254219
B3GNT5,33.87873843,-0.466977551,1.057734848,-0.441488291,0.658859536,0.91770053
IL18,36.23095832,-1.433416835,0.854127497,-1.678223496,0.093303477,0.481402754
PARP4,769.4298549,-0.319998985,0.302618176,-1.057434784,0.290313204,0.730424913
CCDC90B,168.3445068,-0.247667066,0.593659147,-0.417187315,0.676541402,0.92430593
PLEKHM2,1041.373542,0.83799711,0.325945213,2.570975358,0.010141254,0.153816812
LIMD1,486.9132539,1.576281678,0.387188746,4.07109373,4.68E-05,0.00312675
SEC24C,584.7521088,-0.845026954,0.34209868,-2.470126318,0.013506535,0.179588106
PLS3,380.4222635,-1.190311513,0.546803984,-2.176852303,0.029491589,0.274976347
ATP10D,373.0503738,-0.786368493,0.48057015,-1.636324046,0.101771786,0.496560327
PSMA2,79.70106997,-0.732564224,0.88552614,-0.827264369,0.408087234,0.813702212
PDIA6,741.1330272,-0.690978977,0.551315546,-1.253327577,0.210086516,0.655133918
LAMC1,1180.215807,0.011584385,0.39668737,0.029202807,0.976702843,0.995403197
TNFRSF1A,256.7001932,-0.362694356,0.45517367,-0.79682631,0.425551913,0.822772584
NUP54,113.9175013,-0.780842885,0.627652582,-1.244068625,0.213474307,0.65722321
MAGED2,422.3139077,-0.653613342,0.614144405,-1.064266541,0.287207971,0.727867486
ALDH3A2,243.1009168,-1.162994951,0.431290953,-2.696543812,0.007006318,0.123426198
CD9,377.0728041,-0.752857786,0.691649254,-1.088496492,0.276375984,0.719029625
S100A6,615.3137026,-0.765747526,0.681974916,-1.122838257,0.261506194,0.703674452
USP53,682.2457531,-0.579181646,0.558452776,-1.037118395,0.299680683,0.736292343
ZC3H18,1106.850782,0.694459339,0.376489357,1.84456566,0.065100746,0.407847577
RAB9A,80.39493701,-0.82749768,0.87985402,-0.940494288,0.346964078,0.773708813
LRRFIP1,1930.310091,-0.12004089,0.289011499,-0.415349876,0.677885794,0.924317384
CD99L2,266.0568562,-1.271160885,0.491437853,-2.58661574,0.009692361,0.149185309
EFHD1,429.9988893,-0.96780932,0.514908598,-1.879574984,0.060166025,0.394999557
KIAA0125,252.9995915,2.192567077,1.360005743,1.612174866,0.106923893,0.505584938
NCSTN,271.9972698,-0.802691708,0.488365959,-1.643627475,0.100253175,0.493346549
RPRD1A,365.1217106,-0.719063709,0.468900864,-1.533509032,0.125150483,0.539858396
ATP6AP1,183.492915,-1.119710207,0.577178023,-1.939973739,0.052382882,0.371971817
ELP2,183.7748328,-0.438348111,0.551215801,-0.795238652,0.426474692,0.823830794
NDUFA2,57.64199855,-0.705665495,0.81065389,-0.870489247,0.384033093,0.7978838
SPPL2A,162.7479502,-0.515445256,0.774207014,-0.665771876,0.505556924,0.862620577
SNORA78,249.5016934,5.283341079,0.757005425,6.979264488,2.97E-12,1.21E-09
SOGA3,227.1643948,0.605278253,0.635419532,0.952564759,0.34081064,0.76900463
SCARNA16,447.6039359,3.153159244,0.573721813,5.495972386,3.89E-08,6.34E-06
AVEN,366.4248165,1.910442302,0.537896829,3.551689094,0.000382767,0.016834921
SOS1,470.5738073,-0.095088259,0.382623835,-0.248516299,0.803734961,0.957647139
ATRAID,109.6100614,-0.455699749,0.739285427,-0.616405698,0.537626794,0.876369086
SNORD105B,244.4759631,4.404504752,0.738931541,5.960639797,2.51E-09,5.39E-07
UACA,1681.662118,-0.175646393,0.314421806,-0.558632987,0.576412222,0.892297845
SRSF3,451.8342133,-0.108938548,0.332483129,-0.327651356,0.743175287,0.944419156
MPC2,149.5830653,-0.868840193,0.733193247,-1.18500845,0.236014106,0.680162342
SYTL2,914.9048543,-0.767098597,0.371721866,-2.063635926,0.039052249,0.317106828
AMN1,25.28192415,-0.278684803,0.923606457,-0.301735443,0.762853747,0.948042328
STX3,399.8699337,-0.800432286,0.446859512,-1.791239228,0.073254914,0.432607068
CTSC,349.2249244,-0.661018524,0.461273063,-1.43303084,0.151849024,0.581733471
CDK9,734.305081,0.787813377,0.337344625,2.335336974,0.019525824,0.221341614
DCDC2,1347.574878,-0.247234997,0.520697895,-0.474814667,0.634919078,0.91010173
PRKCB,1121.370016,2.725800984,0.666670271,4.088679369,4.34E-05,0.002954274
AQR,317.5603387,-0.664041126,0.463045331,-1.434073688,0.151551236,0.581252388
MRPL18,87.51573967,-1.026350936,0.787747339,-1.302893562,0.192611102,0.633672276
CHD2,2752.894208,-0.932652589,0.261123649,-3.571689482,0.000354686,0.015867602
PPP3CC,102.2781257,-0.471432929,0.677313541,-0.696033521,0.486407837,0.853905411
ASPHD1,646.1339548,4.240384973,0.793455749,5.344198439,9.08E-08,1.35E-05
MRI1,441.4894918,1.520256386,0.372770548,4.078263135,4.54E-05,0.003058136
MTMR6,118.6927139,-1.153247706,0.649633292,-1.775228763,0.075860122,0.439743865
PRPF6,776.1188348,-0.345504558,0.260194205,-1.327871844,0.184220448,0.626016975
ANP32E,1647.814071,1.337738775,0.374441058,3.572628445,0.000353416,0.015867602
BASP1,320.6707456,1.866113893,0.489104035,3.815372106,0.000135978,0.007417931
BOP1,212.7133027,1.518515275,0.492233964,3.084946155,0.00203589,0.052831481
PPA1,81.80042375,-0.855153534,0.739297942,-1.156710287,0.247390745,0.690998487
RRP9,166.8352229,1.886009415,0.400275048,4.711783619,2.46E-06,0.000250292
SETD8,392.912751,1.370208938,0.406768114,3.368525923,0.000755713,0.0268414
SECISBP2,557.0416219,-0.66410222,0.458366095,-1.448846736,0.147380389,0.575423872
HS6ST1,289.7469569,-0.335148047,0.700949575,-0.478134318,0.632554608,0.908840767
NFS1,85.27101316,-0.817193101,0.632733944,-1.291527203,0.196520928,0.63820018
HSPA12A,426.2578375,-0.934081308,0.276899549,-3.373357992,0.000742573,0.026493893
ZNF776,164.8084755,-0.923151583,0.62228538,-1.483485893,0.137945362,0.561851683
TBCK,255.2647653,-0.467773975,0.496710227,-0.941744199,0.34632362,0.773581987
EMC2,181.7074732,-0.255512053,0.7009415,-0.36452693,0.715464568,0.937117228
ACLY,635.849712,-0.822759834,0.287264542,-2.86411901,0.004181709,0.088605561
KIAA1875,248.9659011,1.106842031,0.633265093,1.747833638,0.080492839,0.451198575
SNORD66,773.4132651,6.116465183,0.720490063,8.489312343,2.08E-17,2.28E-14
CHAF1A,728.9738194,0.849437982,0.529992159,1.602736884,0.108992757,0.509594875
NFYB,116.9006605,-0.32812749,0.772459793,-0.424782614,0.670995153,0.922373122
SMS,344.366344,-0.870882566,0.602417523,-1.44564614,0.148276478,0.576706003
RHOT2,683.9863608,1.069100478,0.350463847,3.050529995,0.002284379,0.057248615
ABHD2,497.8048227,-0.928243995,0.383056402,-2.423256706,0.015382053,0.192621927
ZNF818P,211.6505469,3.112408083,0.56677156,5.491468348,3.99E-08,6.40E-06
HS6ST3,275.8789596,0.423218443,0.689470072,0.613831492,0.539326685,0.876740293
FAM135A,304.7426365,-0.106691661,0.481683426,-0.221497471,0.824705106,0.963013156
RGS5,637.5475689,-0.641644168,0.499126691,-1.285533674,0.198605857,0.641122423
RASAL2-AS1,61.91874875,2.944330363,0.718387618,4.098526044,4.16E-05,0.00284118
ZNF35,70.18478286,-1.203130934,0.625885938,-1.922284656,0.05456995,0.378657784
DNAJC13,744.1264255,-0.41215768,0.248305815,-1.659879291,0.096938738,0.487855811
SRSF1,870.3009075,-0.120302368,0.37539826,-0.320465971,0.748615122,0.944929432
MATR3,1559.814931,-0.199681138,0.379453198,-0.526233906,0.598725699,0.90035827
CAPN15,665.8135486,0.591055389,0.424603101,1.39201854,0.163916784,0.598422438
DEFB1,165.684537,-2.07930902,0.963129001,-2.158910197,0.030857135,0.281486767
WBP11,334.4114176,-0.36429253,0.519296618,-0.701511463,0.482983883,0.852296592
FZD6,161.6932901,-0.851849926,0.713698564,-1.193571023,0.232645815,0.676909687
DMRT2,921.9497304,1.74880523,0.659233759,2.652784701,0.007983077,0.133671036
NMT1,485.3861671,-0.432183479,0.318857567,-1.355412332,0.175286223,0.616263544
ICE1,522.8913075,-0.645275813,0.416147766,-1.550593001,0.12099925,0.53249072
ETS2,447.5260053,-0.851637489,0.383183089,-2.222534118,0.026247231,0.258906252
GPCPD1,250.7678783,-0.566893798,0.532969992,-1.0636505,0.287487056,0.728044933
NFE2L2,482.2396548,-0.387076098,0.54585622,-0.709117318,0.478251677,0.850559346
LOC220729,191.4892515,-0.374562565,0.61982622,-0.604302549,0.545642512,0.878873037
SNORA44,1047.917507,3.954685056,0.709694844,5.57237394,2.51E-08,4.28E-06
DYNC2LI1,195.3026503,0.196019777,0.619232199,0.316552946,0.751582845,0.945323531
CDK11A,942.0825855,1.170656782,0.475884917,2.459957732,0.013895338,0.181966269
PROS1,258.5319992,-1.216916612,0.510931934,-2.381758764,0.017230181,0.204853465
ARSD,405.600365,-0.683355292,0.488059899,-1.400146362,0.161469494,0.595017647
LINC01184,106.8068944,-0.812817188,0.663815275,-1.224462917,0.220777647,0.663964544
APEX1,239.1968083,-0.411177426,0.4892383,-0.840444064,0.400659452,0.80906653
RBM4,154.8366052,-0.316452962,0.696440268,-0.454386365,0.649550764,0.914408932
ADHFE1,88.29664659,-0.589315124,0.714714765,-0.824545892,0.409629451,0.814185147
DAZAP2,437.7083553,-0.586478715,0.444429324,-1.319622005,0.186961252,0.628337442
IGFBP7-AS1,227.7489429,-1.140008966,0.761845454,-1.496378248,0.134555115,0.558135191
SLK,1280.07429,-0.412246531,0.223755042,-1.842401081,0.065416504,0.408424002
CASC4,475.8340618,-0.575287842,0.467988519,-1.229277684,0.218967711,0.662360335
POGZ,684.3057469,-0.492304065,0.378379577,-1.301085193,0.193229296,0.634574546
UMOD,8567.191795,-2.882574205,0.87309382,-3.301562945,0.000961478,0.031780408
CDH1,516.2326455,-0.889914269,0.685291474,-1.298592355,0.194083863,0.635134234
PLSCR1,326.8732601,-0.41766065,0.536400356,-0.778636041,0.436194142,0.830913448
CDC42SE2,285.5431429,-0.582260718,0.469260563,-1.240804714,0.214677899,0.658505616
TMBIM6,1453.654816,-1.15075459,0.529458913,-2.173453995,0.029746165,0.276306332
ZRANB2,655.6613789,-0.243574465,0.548500115,-0.444073681,0.656989314,0.917510452
ARL6IP4,1301.56454,1.177864494,0.319920253,3.681744071,0.000231644,0.011493727
TNS3,2007.467254,-0.271558774,0.275758256,-0.984771146,0.324736497,0.755711404
SMARCAD1,233.4398534,-1.016698572,0.768942123,-1.322204286,0.186100134,0.627390931
EIF4G1,2378.025125,-0.355843022,0.202759552,-1.75500004,0.079259301,0.448325093
TAB3,294.3831972,-0.529238474,0.373842798,-1.415671179,0.1568718,0.587726108
MRPS36,18.93390338,-1.783488097,1.278138822,-1.39537902,0.162901574,0.597285609
IKZF2,92.33908523,-1.478601038,0.668272697,-2.212571371,0.026927211,0.26251397
EIF4A2,940.3553531,-0.248446662,0.432620284,-0.574283434,0.565776018,0.887790702
ZCCHC17,229.6704293,-0.631651503,0.54207402,-1.16524954,0.243917998,0.687196661
MAD1L1,886.9383445,0.512406273,0.383559347,1.335924355,0.181574,0.622197353
BRWD1,1369.449581,-0.305467752,0.274682218,-1.11207691,0.266105083,0.709399605
SLC41A3,104.0169553,-0.97415318,0.5707872,-1.706683647,0.087880868,0.466777568
USP40,433.4201384,-0.517900177,0.481037091,-1.076632522,0.281644469,0.723265926
CLIP2,931.648346,0.817545985,0.376785524,2.169791388,0.030022653,0.277959378
SPN,272.8902504,1.54062555,0.56651891,2.719460061,0.006538859,0.118698583
CADM1,249.2177956,-1.03878776,0.772652851,-1.344443056,0.178805159,0.618904791
PBRM1,625.1414661,-0.069499211,0.31038196,-0.223915111,0.822823357,0.962282655
CCDC154,213.4987911,1.715018702,0.652784682,2.627234906,0.008608189,0.139568562
RSBN1,218.5658098,-1.095537622,0.388363061,-2.820910978,0.004788749,0.096177856
TBL1XR1,593.1313499,0.023240349,0.461260637,0.050384419,0.959816052,0.991623617
ADGRB1,382.0729188,2.010033079,0.793514321,2.533077255,0.011306603,0.162624033
ATP6V1G1,322.0229036,-0.23959973,0.519975261,-0.460790634,0.644948822,0.913308924
SCARNA7,1218.900872,1.106322112,0.433367367,2.552850528,0.010684534,0.157578919
NFIB,885.7415531,-0.881530789,0.468310621,-1.882363432,0.059786687,0.394148603
STK3,274.5313521,-0.768298365,0.568371142,-1.351754703,0.176453799,0.61655395
