ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0001774	microglial cell activation	2/2112	47/18903	0.973749893987653	1	0.922150220395834	SPHK1/LDLR	2
BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	2/2112	47/18903	0.973749893987653	1	0.922150220395834	FUT7/FYN	2
BP	GO:0000413	protein peptidyl-prolyl isomerization	1/2112	31/18903	0.974673490409973	1	0.922150220395834	FKBP5	1
BP	GO:0003309	type B pancreatic cell differentiation	1/2112	31/18903	0.974673490409973	1	0.922150220395834	CDH2	1
BP	GO:0006506	GPI anchor biosynthetic process	1/2112	31/18903	0.974673490409973	1	0.922150220395834	CWH43	1
BP	GO:0031114	regulation of microtubule depolymerization	1/2112	31/18903	0.974673490409973	1	0.922150220395834	KATNB1	1
BP	GO:0033688	regulation of osteoblast proliferation	1/2112	31/18903	0.974673490409973	1	0.922150220395834	NPR3	1
BP	GO:0036258	multivesicular body assembly	1/2112	31/18903	0.974673490409973	1	0.922150220395834	CHMP4A	1
BP	GO:0045948	positive regulation of translational initiation	1/2112	31/18903	0.974673490409973	1	0.922150220395834	CCL5	1
BP	GO:0048679	regulation of axon regeneration	1/2112	31/18903	0.974673490409973	1	0.922150220395834	CERS2	1
BP	GO:0110150	negative regulation of biomineralization	1/2112	31/18903	0.974673490409973	1	0.922150220395834	TGFB1	1
BP	GO:1902751	positive regulation of cell cycle G2/M phase transition	1/2112	31/18903	0.974673490409973	1	0.922150220395834	CDC25B	1
BP	GO:0031123	RNA 3'-end processing	7/2112	113/18903	0.974835327008457	1	0.922150220395834	AHCYL1/CDK9/USB1/FBL/ZC3H3/CPSF4L/PAPOLB	7
BP	GO:1902600	proton transmembrane transport	11/2112	160/18903	0.975000394336497	1	0.922150220395834	CLCN3/CLCN5/ATP1B1/ATP1A1/SLC25A5/ACTN4/SLC15A3/SLC25A22/SLC36A2/SLC47A1/SLC9C1	11
BP	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	3/2112	62/18903	0.975177955366964	1	0.922150220395834	HNRNPU/CELF4/RBM8A	3
BP	GO:0031102	neuron projection regeneration	3/2112	62/18903	0.975177955366964	1	0.922150220395834	CTNNA1/CERS2/CSPG5	3
BP	GO:0045428	regulation of nitric oxide biosynthetic process	3/2112	62/18903	0.975177955366964	1	0.922150220395834	AGXT2/ASS1/MIR99B	3
BP	GO:0046824	positive regulation of nucleocytoplasmic transport	3/2112	62/18903	0.975177955366964	1	0.922150220395834	ANP32B/TGFB1/SHH	3
BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	14/2112	194/18903	0.975224269162099	1	0.922150220395834	INCENP/CTDSPL/AVEN/MDM2/BRSK1/CDCA8/GJC2/GFI1B/SPC24/DUSP1/AURKB/PLK5/DONSON/CDK5RAP2	14
BP	GO:0062197	cellular response to chemical stress	28/2112	345/18903	0.975685428006686	1	0.922150220395834	PPARGC1A/FER/RHOB/VKORC1L1/EGFR/STX4/SPHK1/EPAS1/ERRFI1/GATA4/ZNF580/AQP1/GPX8/PLA2R1/STX2/YBX3/FBP1/MSRA/FYN/OXSR1/PRR5L/FABP1/TRPA1/CHD6/EIF2AK3/HMOX1/NOX1/SLC2A4	28
BP	GO:0001937	negative regulation of endothelial cell proliferation	4/2112	76/18903	0.976172024520468	1	0.922150220395834	THBS1/COL4A3/APOE/MIR126	4
BP	GO:0031648	protein destabilization	2/2112	48/18903	0.976264499215263	1	0.922150220395834	MDM2/CTSH	2
BP	GO:0032008	positive regulation of TOR signaling	2/2112	48/18903	0.976264499215263	1	0.922150220395834	TELO2/SIK3	2
BP	GO:0032527	protein exit from endoplasmic reticulum	2/2112	48/18903	0.976264499215263	1	0.922150220395834	BRSK2/DERL3	2
BP	GO:0071985	multivesicular body sorting pathway	2/2112	48/18903	0.976264499215263	1	0.922150220395834	CHMP4A/EXPH5	2
BP	GO:0009165	nucleotide biosynthetic process	24/2112	304/18903	0.976954388490344	1	0.922150220395834	PPARGC1A/SDHA/ACSL1/PDHA1/ACAT1/ENO1/ACLY/PPARA/PDK4/GUCA1B/ADCY6/TGFB1/PRPS2/ACSBG1/SHMT1/SLC35B3/GUK1/AK4/ADCY7/GUCA1A/ADA/ADORA2B/AK9/PANK1	24
BP	GO:0043535	regulation of blood vessel endothelial cell migration	10/2112	150/18903	0.977222948702121	1	0.922150220395834	THBS1/TGFB1/GADD45A/MIR27A/CD40/APOE/KDR/MIR200A/MIR126/HMOX1	10
BP	GO:2001258	negative regulation of cation channel activity	3/2112	63/18903	0.977327756816753	1	0.922150220395834	ANK3/KCNE1/OPRL1	3
BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	1/2112	32/18903	0.977507826370875	1	0.922150220395834	FYN	1
BP	GO:0006221	pyrimidine nucleotide biosynthetic process	1/2112	32/18903	0.977507826370875	1	0.922150220395834	SHMT1	1
BP	GO:0006505	GPI anchor metabolic process	1/2112	32/18903	0.977507826370875	1	0.922150220395834	CWH43	1
BP	GO:0006613	cotranslational protein targeting to membrane	1/2112	32/18903	0.977507826370875	1	0.922150220395834	ZNF205-AS1	1
BP	GO:0010165	response to X-ray	1/2112	32/18903	0.977507826370875	1	0.922150220395834	SFRP2	1
BP	GO:0019082	viral protein processing	1/2112	32/18903	0.977507826370875	1	0.922150220395834	MGAT5	1
BP	GO:0034472	snRNA 3'-end processing	1/2112	32/18903	0.977507826370875	1	0.922150220395834	USB1	1
BP	GO:0036257	multivesicular body organization	1/2112	32/18903	0.977507826370875	1	0.922150220395834	CHMP4A	1
BP	GO:0046856	phosphatidylinositol dephosphorylation	1/2112	32/18903	0.977507826370875	1	0.922150220395834	TPTE2	1
BP	GO:0060544	regulation of necroptotic process	1/2112	32/18903	0.977507826370875	1	0.922150220395834	YBX3	1
BP	GO:0061037	negative regulation of cartilage development	1/2112	32/18903	0.977507826370875	1	0.922150220395834	NOG	1
BP	GO:0099022	vesicle tethering	1/2112	32/18903	0.977507826370875	1	0.922150220395834	TRIP11	1
BP	GO:0019724	B cell mediated immunity	16/2112	218/18903	0.97753991727917	1	0.922150220395834	CARD9/HLA-DOA/IL4R/TGFB1/IL27RA/IRF7/C7/HLA-G/CD40/SUPT6H/IGLL5/TLR8/C4BPB/C6/C5/CR2	16
BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	13/2112	185/18903	0.978124303114225	1	0.922150220395834	SMARCE1/SMARCA2/CTDSPL/EGFR/SMARCC2/MDM2/ACTB/E2F1/GJC2/CDKN2D/GFI1B/SMARCD3/PLK5	13
BP	GO:0007602	phototransduction	2/2112	49/18903	0.978545218362781	1	0.922150220395834	RGR/GUCA1A	2
BP	GO:0018208	peptidyl-proline modification	2/2112	49/18903	0.978545218362781	1	0.922150220395834	P3H2/FKBP5	2
BP	GO:2000378	negative regulation of reactive oxygen species metabolic process	2/2112	49/18903	0.978545218362781	1	0.922150220395834	PPARA/FYN	2
BP	GO:0044772	mitotic cell cycle phase transition	40/2112	473/18903	0.978995779418248	1	0.922150220395834	SMARCE1/INCENP/SMARCA2/CTDSPL/AVEN/TACC3/SIRT7/EGFR/SMARCC2/MDM2/ABCB1/EPS8/BRSK1/DDB1/CDCA8/ACTB/LATS2/E2F1/GJC2/BRSK2/ERCC2/CDKN2D/GFI1B/ERCC3/CDC14A/GFI1/PKMYT1/SMARCD3/PPP1R9B/PIM2/CDC25B/CDCA5/SPC24/CCNG2/UBE2C/DUSP1/AURKB/PLK5/DONSON/CDK5RAP2	40
BP	GO:1901987	regulation of cell cycle phase transition	38/2112	453/18903	0.97943584584365	1	0.922150220395834	SMARCE1/INCENP/APBB2/SMARCA2/CTDSPL/AVEN/DDRGK1/EGFR/SMARCC2/MDM2/TELO2/BRSK1/DDB1/CDCA8/ACTB/E2F1/GJC2/ERCC2/CDKN2D/GFI1B/ERCC3/DNA2/CDC14A/TAF1/MAPK15/SMARCD3/PPP1R9B/CDC25B/CDCA5/SPC24/PLCG2/UBE2C/DUSP1/AURKB/PLK5/DONSON/CDK5RAP2/TIMELESS	38
BP	GO:0034341	response to interferon-gamma	9/2112	140/18903	0.979588789700595	1	0.922150220395834	FLNB/RAB43/STX4/CD40/CCL19/SOCS1/ASS1/CCL5/NLRC5	9
BP	GO:0043537	negative regulation of blood vessel endothelial cell migration	4/2112	78/18903	0.979850563098051	1	0.922150220395834	THBS1/TGFB1/GADD45A/APOE	4
BP	GO:0007035	vacuolar acidification	1/2112	33/18903	0.980025100002623	1	0.922150220395834	DMXL1	1
BP	GO:0045577	regulation of B cell differentiation	1/2112	33/18903	0.980025100002623	1	0.922150220395834	NFAM1	1
BP	GO:0045879	negative regulation of smoothened signaling pathway	1/2112	33/18903	0.980025100002623	1	0.922150220395834	PTCH2	1
BP	GO:0045907	positive regulation of vasoconstriction	1/2112	33/18903	0.980025100002623	1	0.922150220395834	SMTNL1	1
BP	GO:0000041	transition metal ion transport	6/2112	104/18903	0.980169990665069	1	0.922150220395834	CLTC/FLVCR1/SLC25A28/TTYH1/SLC30A3/LCN2	6
BP	GO:0002269	leukocyte activation involved in inflammatory response	2/2112	50/18903	0.980612893777477	1	0.922150220395834	SPHK1/LDLR	2
BP	GO:0044818	mitotic G2/M transition checkpoint	2/2112	50/18903	0.980612893777477	1	0.922150220395834	BRSK1/DONSON	2
BP	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	2/2112	50/18903	0.980612893777477	1	0.922150220395834	EGFR/CDK5R2	2
BP	GO:0050885	neuromuscular process controlling balance	2/2112	50/18903	0.980612893777477	1	0.922150220395834	POU4F2/PCDH15	2
BP	GO:0090102	cochlea development	2/2112	50/18903	0.980612893777477	1	0.922150220395834	CALB1/TBX18	2
BP	GO:0009451	RNA modification	12/2112	176/18903	0.980956950684289	1	0.922150220395834	ZC3H13/APOBEC3F/TRMT1/THADA/FBL/PUS1/GTPBP3/CTU2/ADARB1/APOBEC3D/A1CF/TYW3	12
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	7/2112	117/18903	0.981027748694396	1	0.922150220395834	PPARGC1A/SDHA/ENO1/PPARA/TGFB1/AK4/AK9	7
BP	GO:0034599	cellular response to oxidative stress	22/2112	288/18903	0.982124192639524	1	0.922150220395834	PPARGC1A/FER/RHOB/VKORC1L1/EGFR/STX4/SPHK1/EPAS1/GATA4/ZNF580/AQP1/GPX8/PLA2R1/STX2/MSRA/FYN/PRR5L/FABP1/TRPA1/CHD6/HMOX1/NOX1	22
BP	GO:0006688	glycosphingolipid biosynthetic process	1/2112	34/18903	0.982260764485636	1	0.922150220395834	UGCG	1
BP	GO:0006891	intra-Golgi vesicle-mediated transport	1/2112	34/18903	0.982260764485636	1	0.922150220395834	COPG1	1
BP	GO:0021696	cerebellar cortex morphogenesis	1/2112	34/18903	0.982260764485636	1	0.922150220395834	GRID2	1
BP	GO:0048199	vesicle targeting, to, from or within Golgi	1/2112	34/18903	0.982260764485636	1	0.922150220395834	MAPK15	1
BP	GO:0070570	regulation of neuron projection regeneration	1/2112	34/18903	0.982260764485636	1	0.922150220395834	CERS2	1
BP	GO:1901797	negative regulation of signal transduction by p53 class mediator	1/2112	34/18903	0.982260764485636	1	0.922150220395834	MDM2	1
BP	GO:0009145	purine nucleoside triphosphate biosynthetic process	7/2112	118/18903	0.982337806949571	1	0.922150220395834	PPARGC1A/SDHA/ENO1/PPARA/TGFB1/AK4/AK9	7
BP	GO:0006839	mitochondrial transport	13/2112	189/18903	0.98264287875357	1	0.922150220395834	HUWE1/MICALL2/SLC25A5/RHOT2/FLVCR1/ABCB10/BAX/ZNF205/BBC3/NAIF1/IMMP2L/BCL2L2/RAC2	13
BP	GO:0016073	snRNA metabolic process	3/2112	66/18903	0.98276308291436	1	0.922150220395834	USB1/ELL2/SNAPC5	3
BP	GO:0006958	complement activation, classical pathway	6/2112	106/18903	0.982934307399549	1	0.922150220395834	C7/IGLL5/C4BPB/C6/C5/CR2	6
BP	GO:0010939	regulation of necrotic cell death	2/2112	52/18903	0.984183934992352	1	0.922150220395834	YBX3/SLC6A13	2
BP	GO:0051452	intracellular pH reduction	2/2112	52/18903	0.984183934992352	1	0.922150220395834	DMXL1/CLCN3	2
BP	GO:0051496	positive regulation of stress fiber assembly	2/2112	52/18903	0.984183934992352	1	0.922150220395834	TGFB3/EVL	2
BP	GO:0010661	positive regulation of muscle cell apoptotic process	1/2112	35/18903	0.984246310376056	1	0.922150220395834	POU4F2	1
BP	GO:0062098	regulation of programmed necrotic cell death	1/2112	35/18903	0.984246310376056	1	0.922150220395834	YBX3	1
BP	GO:0009620	response to fungus	3/2112	67/18903	0.984279716556525	1	0.922150220395834	CARD9/PLCG2/CLEC4D	3
BP	GO:0051205	protein insertion into membrane	3/2112	67/18903	0.984279716556525	1	0.922150220395834	EGFR/BAX/BBC3	3
BP	GO:0000380	alternative mRNA splicing, via spliceosome	4/2112	81/18903	0.984377678555365	1	0.922150220395834	HNRNPU/CELF4/SRSF9/RBM8A	4
BP	GO:0046474	glycerophospholipid biosynthetic process	15/2112	214/18903	0.984806302955971	1	0.922150220395834	PITPNM3/FAR1/GPAT3/AGPAT3/PIP5KL1/PIP4K2A/DGKQ/PLD1/CWH43/PLCG2/SOCS1/ETNK2/FABP3/ITPKA/TPTE2	15
BP	GO:0032231	regulation of actin filament bundle assembly	6/2112	108/18903	0.985335094388027	1	0.922150220395834	CGNL1/ARHGAP6/ALMS1/TGFB3/EVL/STMN1	6
BP	GO:0044839	cell cycle G2/M phase transition	10/2112	157/18903	0.985413857026102	1	0.922150220395834	AKAP8/AKAP8L/AVEN/ABCB1/BRSK1/BRSK2/PKMYT1/CDC25B/AURKB/DONSON	10
BP	GO:0016064	immunoglobulin mediated immune response	15/2112	215/18903	0.985638946429432	1	0.922150220395834	CARD9/HLA-DOA/IL4R/TGFB1/IL27RA/IRF7/C7/CD40/SUPT6H/IGLL5/TLR8/C4BPB/C6/C5/CR2	15
BP	GO:0006446	regulation of translational initiation	4/2112	82/18903	0.985659010404231	1	0.922150220395834	EIF5B/CCL5/EIF2AK3/BANK1	4
BP	GO:0046209	nitric oxide metabolic process	4/2112	82/18903	0.985659010404231	1	0.922150220395834	TMEM106A/AGXT2/ASS1/MIR99B	4
BP	GO:0007140	male meiotic nuclear division	2/2112	53/18903	0.985720812825494	1	0.922150220395834	MYBL1/AGO4	2
BP	GO:0052372	modulation by symbiont of entry into host	2/2112	53/18903	0.985720812825494	1	0.922150220395834	TRIML2/FCN1	2
BP	GO:0006699	bile acid biosynthetic process	1/2112	36/18903	0.98600970832421	1	0.922150220395834	FGF19	1
BP	GO:0071108	protein K48-linked deubiquitination	1/2112	36/18903	0.98600970832421	1	0.922150220395834	USP20	1
BP	GO:0006661	phosphatidylinositol biosynthetic process	8/2112	134/18903	0.986428797572194	1	0.922150220395834	PITPNM3/PIP5KL1/PIP4K2A/CWH43/PLCG2/SOCS1/ITPKA/TPTE2	8
BP	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	8/2112	134/18903	0.986428797572194	1	0.922150220395834	TRIP11/SEC31A/COPG1/CREB3L2/SEC24C/YIF1B/NRBP2/MAPK15	8
BP	GO:0008033	tRNA processing	8/2112	134/18903	0.986428797572194	1	0.922150220395834	RPPH1/TRMT1/THADA/PUS1/GTPBP3/CTU2/TYW3/TSEN54	8
BP	GO:1901988	negative regulation of cell cycle phase transition	20/2112	272/18903	0.986601166949643	1	0.922150220395834	INCENP/APBB2/CTDSPL/AVEN/MDM2/TELO2/BRSK1/CDCA8/E2F1/GJC2/CDKN2D/GFI1B/DNA2/SPC24/DUSP1/AURKB/PLK5/DONSON/CDK5RAP2/TIMELESS	20
BP	GO:2001057	reactive nitrogen species metabolic process	4/2112	83/18903	0.986840038150364	1	0.922150220395834	TMEM106A/AGXT2/ASS1/MIR99B	4
BP	GO:0044782	cilium organization	31/2112	391/18903	0.986923959124815	1	0.922150220395834	ABLIM1/SYNE2/DYNC2H1/ABCC4/RPGR/CEP350/PKHD1/NEDD9/CEP131/PPP1R35/HAP1/RILPL2/RILPL1/SPEF2/RTTN/TEKT2/DNAH7/PLA2G3/CDC14A/C2CD3/MAPK15/KCNF1/NEURL1/NOTO/DNAH5/ALPK1/CCDC39/FAM161B/SPAG17/CFAP44/CC2D2A	31
BP	GO:0140013	meiotic nuclear division	13/2112	194/18903	0.987088299256987	1	0.922150220395834	INCENP/EHMT2/CALR/SIRT7/MAPK15/CDC25B/SPATA22/MYBL1/ERCC4/MSX1/AGO4/WEE2/MND1	13
BP	GO:1904031	positive regulation of cyclin-dependent protein kinase activity	2/2112	54/18903	0.987111905205744	1	0.922150220395834	EGFR/CDK5R2	2
BP	GO:0035270	endocrine system development	8/2112	135/18903	0.987348849743105	1	0.922150220395834	MNX1/CDH2/SHH/GHRHR/NOG/GIP/RBPJ/EIF2AK3	8
BP	GO:0045333	cellular respiration	17/2112	240/18903	0.987494310960377	1	0.922150220395834	PPARGC1A/GHITM/SDHA/PDHA1/MYBBP1A/OGDH/ACO2/CBFA2T3/ACO1/OGDHL/NFATC4/SLC25A22/IMMP2L/DHTKD1/AK4/COX6B2/ACTN3	17
BP	GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste	1/2112	37/18903	0.987575802351839	1	0.922150220395834	PLCB2	1
BP	GO:0009225	nucleotide-sugar metabolic process	1/2112	37/18903	0.987575802351839	1	0.922150220395834	SLC35A3	1
BP	GO:0016180	snRNA processing	1/2112	37/18903	0.987575802351839	1	0.922150220395834	USB1	1
BP	GO:0022616	DNA strand elongation	1/2112	37/18903	0.987575802351839	1	0.922150220395834	DNA2	1
BP	GO:0035883	enteroendocrine cell differentiation	1/2112	37/18903	0.987575802351839	1	0.922150220395834	CDH2	1
BP	GO:0045324	late endosome to vacuole transport	1/2112	37/18903	0.987575802351839	1	0.922150220395834	CHMP4A	1
BP	GO:0072528	pyrimidine-containing compound biosynthetic process	1/2112	37/18903	0.987575802351839	1	0.922150220395834	SHMT1	1
BP	GO:0006413	translational initiation	7/2112	123/18903	0.987715753748306	1	0.922150220395834	EIF2B4/EIF5B/EIF4E1B/EIF3J/CCL5/EIF2AK3/BANK1	7
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	7/2112	123/18903	0.987715753748306	1	0.922150220395834	PPARGC1A/SDHA/ENO1/PPARA/TGFB1/AK4/AK9	7
BP	GO:0072655	establishment of protein localization to mitochondrion	7/2112	123/18903	0.987715753748306	1	0.922150220395834	HUWE1/AP3B1/MICALL2/BAX/BBC3/IMMP2L/RAC2	7
BP	GO:0031424	keratinization	4/2112	84/18903	0.987928108595735	1	0.922150220395834	KRT8/KRT84/KRT81/TGM1	4
BP	GO:0010948	negative regulation of cell cycle process	24/2112	318/18903	0.988056658023714	1	0.922150220395834	INCENP/APBB2/CTDSPL/TOM1L1/AVEN/MDM2/TELO2/BRSK1/CDCA8/E2F1/GJC2/CDKN2D/GFI1B/DNA2/HLA-G/SPC24/NEK2/TERF2/DUSP1/AURKB/PLK5/DONSON/CDK5RAP2/TIMELESS	24
BP	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	2/2112	55/18903	0.988370584410047	1	0.922150220395834	EGFR/MDM2	2
BP	GO:1903202	negative regulation of oxidative stress-induced cell death	2/2112	55/18903	0.988370584410047	1	0.922150220395834	GATA4/FYN	2
BP	GO:2000772	regulation of cellular senescence	2/2112	55/18903	0.988370584410047	1	0.922150220395834	HLA-G/TERF2	2
BP	GO:0007040	lysosome organization	5/2112	98/18903	0.988410678218121	1	0.922150220395834	AP3B1/MBTPS1/CORO1A/CHMP4A/LAPTM5	5
BP	GO:0080171	lytic vacuole organization	5/2112	98/18903	0.988410678218121	1	0.922150220395834	AP3B1/MBTPS1/CORO1A/CHMP4A/LAPTM5	5
BP	GO:0060271	cilium assembly	28/2112	362/18903	0.988540600119982	1	0.922150220395834	ABLIM1/SYNE2/DYNC2H1/ABCC4/RPGR/CEP350/PKHD1/CEP131/PPP1R35/HAP1/RILPL2/RILPL1/SPEF2/TEKT2/DNAH7/PLA2G3/CDC14A/C2CD3/MAPK15/KCNF1/NEURL1/NOTO/DNAH5/ALPK1/CCDC39/SPAG17/CFAP44/CC2D2A	28
BP	GO:0034103	regulation of tissue remodeling	4/2112	85/18903	0.988930084270344	1	0.922150220395834	PDK4/ADAM8/TGFB1/SIGLEC15	4
BP	GO:0000154	rRNA modification	1/2112	38/18903	0.988966659207182	1	0.922150220395834	FBL	1
BP	GO:0032717	negative regulation of interleukin-8 production	1/2112	38/18903	0.988966659207182	1	0.922150220395834	CACTIN	1
BP	GO:0070536	protein K63-linked deubiquitination	1/2112	38/18903	0.988966659207182	1	0.922150220395834	USP20	1
BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	5/2112	99/18903	0.989318974401461	1	0.922150220395834	AVEN/BRSK1/CDC25B/AURKB/DONSON	5
BP	GO:0019730	antimicrobial humoral response	7/2112	125/18903	0.98940198655179	1	0.922150220395834	DEFB1/CXCL14/CXCL2/RPS19/PPBP/PF4/LYZ	7
BP	GO:0034614	cellular response to reactive oxygen species	9/2112	150/18903	0.98956090008725	1	0.922150220395834	FER/RHOB/EGFR/SPHK1/ZNF580/AQP1/FYN/FABP1/TRPA1	9
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	36/2112	450/18903	0.989988489807221	1	0.922150220395834	UBE4A/TRIP12/HUWE1/AMFR/ARIH1/ZNF598/DAB2/ZNRF1/STUB1/MAN1A1/FBXW4/CBFA2T3/UMOD/RNF103/ANAPC16/DDRGK1/FBXO38/CALR/XPO1/MDM2/FBXL14/SMAD7/DDB1/CSNK1E/APPBP2/TMUB1/AXIN1/SHH/TAF1/ARRB2/PRAME/UBE2C/DERL3/CALR3/TRIM72/CEBPA	36
BP	GO:1901992	positive regulation of mitotic cell cycle phase transition	5/2112	100/18903	0.990159454207522	1	0.922150220395834	EGFR/MDM2/CDC25B/CDCA5/UBE2C	5
BP	GO:0009595	detection of biotic stimulus	1/2112	39/18903	0.990201878701189	1	0.922150220395834	PTPRJ	1
BP	GO:0045922	negative regulation of fatty acid metabolic process	1/2112	39/18903	0.990201878701189	1	0.922150220395834	FMO4	1
BP	GO:0009615	response to virus	32/2112	409/18903	0.990555524064625	1	0.922150220395834	PUM1/TRIM41/ZCCHC3/LGALS8/CREBZF/ATG12/ENO1/APOBEC3F/TRIM56/CARD9/CALR/GTF2F1/BAX/MIR26B/NFKB1/POU2F2/IRF3/POLR3B/LILRB1/IRF7/PIM2/CD40/CCL19/ADARB1/APOBEC3D/CCL5/POLR3A/IL27/TLR8/STMN1/CHRM2/NLRC5	32
BP	GO:1903046	meiotic cell cycle process	14/2112	212/18903	0.991225026987982	1	0.922150220395834	INCENP/MYH9/EHMT2/CALR/SIRT7/MAPK15/CDC25B/SPATA22/MYBL1/ERCC4/MSX1/AGO4/WEE2/MND1	14
BP	GO:0002183	cytoplasmic translational initiation	1/2112	40/18903	0.991298869380954	1	0.922150220395834	EIF3J	1
BP	GO:0006901	vesicle coating	1/2112	40/18903	0.991298869380954	1	0.922150220395834	MAPK15	1
BP	GO:0007131	reciprocal meiotic recombination	2/2112	58/18903	0.991468923308254	1	0.922150220395834	ERCC4/MND1	2
BP	GO:0140527	reciprocal homologous recombination	2/2112	58/18903	0.991468923308254	1	0.922150220395834	ERCC4/MND1	2
BP	GO:0070585	protein localization to mitochondrion	7/2112	128/18903	0.991528349290781	1	0.922150220395834	HUWE1/AP3B1/MICALL2/BAX/BBC3/IMMP2L/RAC2	7
BP	GO:0031570	DNA integrity checkpoint signaling	7/2112	129/18903	0.992142735456057	1	0.922150220395834	MDM2/TELO2/BRSK1/E2F1/DNA2/DONSON/TIMELESS	7
BP	GO:0006418	tRNA aminoacylation for protein translation	1/2112	41/18903	0.992273093410399	1	0.922150220395834	LRRC47	1
BP	GO:0007339	binding of sperm to zona pellucida	1/2112	41/18903	0.992273093410399	1	0.922150220395834	TEX101	1
BP	GO:0032509	endosome transport via multivesicular body sorting pathway	1/2112	41/18903	0.992273093410399	1	0.922150220395834	CHMP4A	1
BP	GO:0043903	regulation of biological process involved in symbiotic interaction	2/2112	59/18903	0.99230970843774	1	0.922150220395834	TRIML2/FCN1	2
BP	GO:0000086	G2/M transition of mitotic cell cycle	8/2112	142/18903	0.992330261522133	1	0.922150220395834	AVEN/ABCB1/BRSK1/BRSK2/PKMYT1/CDC25B/AURKB/DONSON	8
BP	GO:0006493	protein O-linked glycosylation	4/2112	90/18903	0.992858048155189	1	0.922150220395834	TRAK1/TMTC1/B3GLCT/TET2	4
BP	GO:0045727	positive regulation of translation	8/2112	143/18903	0.992868363858823	1	0.922150220395834	HNRNPD/THBS1/HNRNPU/UPF3B/PLD1/YBX3/CCL5/BARHL2	8
BP	GO:0021587	cerebellum morphogenesis	1/2112	42/18903	0.993138284096288	1	0.922150220395834	GRID2	1
BP	GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis	1/2112	42/18903	0.993138284096288	1	0.922150220395834	THBS1	1
BP	GO:0006809	nitric oxide biosynthetic process	3/2112	76/18903	0.99323946521161	1	0.922150220395834	AGXT2/ASS1/MIR99B	3
BP	GO:1990542	mitochondrial transmembrane transport	4/2112	91/18903	0.993463633517657	1	0.922150220395834	SLC25A5/SLC25A22/SLC25A28/SLC8B1	4
BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	6/2112	119/18903	0.993784997559225	1	0.922150220395834	C7/IGLL5/C4BPB/C6/C5/CR2	6
BP	GO:0009060	aerobic respiration	12/2112	194/18903	0.99379107272216	1	0.922150220395834	GHITM/SDHA/PDHA1/OGDH/ACO2/CBFA2T3/ACO1/OGDHL/DHTKD1/AK4/COX6B2/ACTN3	12
BP	GO:0034250	positive regulation of cellular amide metabolic process	10/2112	170/18903	0.993878530102962	1	0.922150220395834	HNRNPD/THBS1/HNRNPU/UPF3B/CSNK1E/PLD1/YBX3/CHRNA7/CCL5/BARHL2	10
BP	GO:0071459	protein localization to chromosome, centromeric region	1/2112	43/18903	0.993906639113977	1	0.922150220395834	AURKB	1
BP	GO:0090148	membrane fission	1/2112	43/18903	0.993906639113977	1	0.922150220395834	CHMP4A	1
BP	GO:0016579	protein deubiquitination	9/2112	158/18903	0.99403122285831	1	0.922150220395834	USP35/TADA2B/USP30/TRRAP/SUPT3H/USP2/USP24/USP20/OTUD6B	9
BP	GO:0006310	DNA recombination	24/2112	332/18903	0.994061825591123	1	0.922150220395834	RECQL4/HMGB2/PPP4C/EXD2/ACTB/TRRAP/ERCC2/MSH3/PIF1/TGFB1/IL27RA/WRAP53/PIAS4/KDM4D/CD40/TCF7/ERCC4/TERF2/MCM9/SUPT6H/GINS2/MND1/TIMELESS/FUS	24
BP	GO:0065004	protein-DNA complex assembly	16/2112	242/18903	0.994163793363318	1	0.922150220395834	UBTF/TAF3/HMGB2/MED19/MED18/ANP32B/MED17/CENPN/NAP1L1/POLR1E/KAT6A/SET/BAZ1A/TAF1/HJURP/MED22	16
BP	GO:0032233	positive regulation of actin filament bundle assembly	2/2112	62/18903	0.994374357791362	1	0.922150220395834	TGFB3/EVL	2
BP	GO:0043039	tRNA aminoacylation	1/2112	44/18903	0.994588992146389	1	0.922150220395834	LRRC47	1
BP	GO:0009142	nucleoside triphosphate biosynthetic process	7/2112	134/18903	0.994632341133157	1	0.922150220395834	PPARGC1A/SDHA/ENO1/PPARA/TGFB1/AK4/AK9	7
BP	GO:0006334	nucleosome assembly	6/2112	121/18903	0.994705206715985	1	0.922150220395834	HMGB2/ANP32B/NAP1L1/KAT6A/SET/BAZ1A	6
BP	GO:0007062	sister chromatid cohesion	2/2112	63/18903	0.994933262741349	1	0.922150220395834	CHTF8/CDCA5	2
