ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	adj.P.Val	P.Value	t	B	logFC	
55065_at	1.43E-01	4.14E-02	-2.1078912	-4.194757	-0.28441823	MARK4	1.43E-01	4.14E-02	-2.1078912	-4.194757	-0.28441823	down
221721_s_at	1.43E-01	4.14E-02	2.1078248	-4.194881	0.17021358	LZTS1	1.43E-01	4.14E-02	2.1078248	-4.194881	0.17021358	up
226152_at	1.43E-01	4.14E-02	-2.1078033	-4.194921	-0.24160602	TTC7B	1.43E-01	4.14E-02	-2.1078033	-4.194921	-0.24160602	down
201779_s_at	1.43E-01	4.14E-02	2.1077898	-4.194946	0.47194745	RNF13	1.43E-01	4.14E-02	2.1077898	-4.194946	0.47194745	up
235430_at	1.43E-01	4.14E-02	2.1077441	-4.195032	0.15950556	ELMSAN1	1.43E-01	4.14E-02	2.1077441	-4.195032	0.15950556	up
1564786_at	1.43E-01	4.14E-02	2.1077278	-4.195062	0.18606006	LOC338667	1.43E-01	4.14E-02	2.1077278	-4.195062	0.18606006	up
1554912_at	1.43E-01	4.14E-02	-2.1076374	-4.195231	-0.10160452	ESYT3	1.43E-01	4.14E-02	-2.1076374	-4.195231	-0.10160452	down
1561967_at	1.43E-01	4.14E-02	2.1076304	-4.195244	0.13158262	LOC105377105	1.43E-01	4.14E-02	2.1076304	-4.195244	0.13158262	up
240902_at	1.43E-01	4.14E-02	2.1076031	-4.195295	0.14150553	LINC00641	1.43E-01	4.14E-02	2.1076031	-4.195295	0.14150553	up
215216_at	1.43E-01	4.14E-02	2.1075165	-4.195457	0.16221598	VPS16	1.43E-01	4.14E-02	2.1075165	-4.195457	0.16221598	up
229911_at	1.43E-01	4.15E-02	2.1071664	-4.196111	0.21349163	TPM2	1.43E-01	4.15E-02	2.1071664	-4.196111	0.21349163	up
220979_s_at	1.43E-01	4.15E-02	-2.1071184	-4.196201	-0.17245633	ST6GALNAC5	1.43E-01	4.15E-02	-2.1071184	-4.196201	-0.17245633	down
243611_at	1.43E-01	4.15E-02	2.1070819	-4.196269	0.14866136	MICALCL	1.43E-01	4.15E-02	2.1070819	-4.196269	0.14866136	up
205037_at	1.43E-01	4.15E-02	-2.1069579	-4.196501	-0.20229633	IFT27	1.43E-01	4.15E-02	-2.1069579	-4.196501	-0.20229633	down
1561389_at	1.43E-01	4.15E-02	2.1069388	-4.196536	0.1477637	LOC101928205	1.43E-01	4.15E-02	2.1069388	-4.196536	0.1477637	up
225440_at	1.43E-01	4.15E-02	-2.1068025	-4.196791	-0.39130806	AGPAT3	1.43E-01	4.15E-02	-2.1068025	-4.196791	-0.39130806	down
213855_s_at	1.43E-01	4.15E-02	2.106785	-4.196824	0.18885244	LIPE	1.43E-01	4.15E-02	2.106785	-4.196824	0.18885244	up
204731_at	1.43E-01	4.15E-02	-2.1066445	-4.197086	-0.34656573	TGFBR3	1.43E-01	4.15E-02	-2.1066445	-4.197086	-0.34656573	down
231705_at	1.43E-01	4.15E-02	2.1066318	-4.19711	0.30461572	RIDA	1.43E-01	4.15E-02	2.1066318	-4.19711	0.30461572	up
1567687_at	1.43E-01	4.15E-02	2.1065505	-4.197262	0.1776325	CECR9	1.43E-01	4.15E-02	2.1065505	-4.197262	0.1776325	up
225410_at	1.43E-01	4.15E-02	-2.106404	-4.197536	-0.13970549	COA5	1.43E-01	4.15E-02	-2.106404	-4.197536	-0.13970549	down
223041_at	1.43E-01	4.15E-02	-2.106296	-4.197737	-0.17786967	CD99L2	1.43E-01	4.15E-02	-2.106296	-4.197737	-0.17786967	down
1565737_at	1.43E-01	4.16E-02	2.1061375	-4.198033	0.15948165	SCTR	1.43E-01	4.16E-02	2.1061375	-4.198033	0.15948165	up
212365_at	1.43E-01	4.16E-02	2.1060624	-4.198174	0.36708299	MYO1B	1.43E-01	4.16E-02	2.1060624	-4.198174	0.36708299	up
1563154_at	1.43E-01	4.16E-02	2.105966	-4.198354	0.12506947	LOC101927790	1.43E-01	4.16E-02	2.105966	-4.198354	0.12506947	up
225546_at	1.43E-01	4.16E-02	-2.1059313	-4.198418	-0.29687189	LOC101930123///EEF2K	1.43E-01	4.16E-02	-2.1059313	-4.198418	-0.29687189	down
239667_at	1.43E-01	4.16E-02	2.1057399	-4.198776	0.32807155	SLC3A1	1.43E-01	4.16E-02	2.1057399	-4.198776	0.32807155	up
209707_at	1.43E-01	4.16E-02	2.1057252	-4.198803	0.31910562	PIGK	1.43E-01	4.16E-02	2.1057252	-4.198803	0.31910562	up
216958_s_at	1.43E-01	4.16E-02	-2.105679	-4.19889	-0.25601184	IVD	1.43E-01	4.16E-02	-2.105679	-4.19889	-0.25601184	down
1553585_a_at	1.43E-01	4.16E-02	2.1056186	-4.199002	0.19214952	MAGEA10-MAGEA5///MAGEA5	1.43E-01	4.16E-02	2.1056186	-4.199002	0.19214952	up
1553768_a_at	1.43E-01	4.16E-02	2.1052993	-4.199598	0.16883128	DCBLD1	1.43E-01	4.16E-02	2.1052993	-4.199598	0.16883128	up
235793_at	1.43E-01	4.16E-02	2.1052353	-4.199718	0.18270938	TPGS2	1.43E-01	4.16E-02	2.1052353	-4.199718	0.18270938	up
206375_s_at	1.43E-01	4.16E-02	2.1052032	-4.199778	0.54381793	HSPB3	1.43E-01	4.16E-02	2.1052032	-4.199778	0.54381793	up
219712_s_at	1.43E-01	4.16E-02	2.1051853	-4.199811	0.17114226	SHPK///TRPV1	1.43E-01	4.16E-02	2.1051853	-4.199811	0.17114226	up
1557765_at	1.43E-01	4.17E-02	2.1049654	-4.200222	0.07773295	LINC01021	1.43E-01	4.17E-02	2.1049654	-4.200222	0.07773295	up
205338_s_at	1.43E-01	4.17E-02	2.1046703	-4.200773	0.17188554	DCT	1.43E-01	4.17E-02	2.1046703	-4.200773	0.17188554	up
215388_s_at	1.43E-01	4.17E-02	2.1046468	-4.200817	0.56410602	CFHR1///CFH	1.43E-01	4.17E-02	2.1046468	-4.200817	0.56410602	up
1552693_at	1.43E-01	4.17E-02	-2.1046196	-4.200867	-0.09847238	ARL11	1.43E-01	4.17E-02	-2.1046196	-4.200867	-0.09847238	down
207266_x_at	1.43E-01	4.17E-02	2.1045457	-4.201005	0.32433942	RBMS1	1.43E-01	4.17E-02	2.1045457	-4.201005	0.32433942	up
34471_at	1.43E-01	4.17E-02	-2.1045416	-4.201013	-0.84401724	MYH8	1.43E-01	4.17E-02	-2.1045416	-4.201013	-0.84401724	down
222074_at	1.43E-01	4.17E-02	-2.1043167	-4.201433	-0.13855353	UROD	1.43E-01	4.17E-02	-2.1043167	-4.201433	-0.13855353	down
208781_x_at	1.43E-01	4.17E-02	2.1042889	-4.201485	0.13689137	SNX3	1.43E-01	4.17E-02	2.1042889	-4.201485	0.13689137	up
214809_at	1.44E-01	4.17E-02	2.1042081	-4.201636	0.1551396	LOC100294145	1.44E-01	4.17E-02	2.1042081	-4.201636	0.1551396	up
209173_at	1.44E-01	4.17E-02	2.1040351	-4.201958	0.55139546	AGR2	1.44E-01	4.17E-02	2.1040351	-4.201958	0.55139546	up
1569452_at	1.44E-01	4.18E-02	2.1039904	-4.202042	0.26522558	LOC692247	1.44E-01	4.18E-02	2.1039904	-4.202042	0.26522558	up
1553350_at	1.44E-01	4.18E-02	2.1039744	-4.202072	0.18812962	AMER3	1.44E-01	4.18E-02	2.1039744	-4.202072	0.18812962	up
219331_s_at	1.44E-01	4.18E-02	2.1039427	-4.202131	0.17425602	KLHDC8A	1.44E-01	4.18E-02	2.1039427	-4.202131	0.17425602	up
235660_at	1.44E-01	4.18E-02	2.1038675	-4.202271	0.12974283	LOC103611081	1.44E-01	4.18E-02	2.1038675	-4.202271	0.12974283	up
213368_x_at	1.44E-01	4.18E-02	-2.1037831	-4.202428	-0.10988964	PPFIA3	1.44E-01	4.18E-02	-2.1037831	-4.202428	-0.10988964	down
1561252_at	1.44E-01	4.18E-02	2.1037632	-4.202466	0.13862852	LL22NC03-63E9.3	1.44E-01	4.18E-02	2.1037632	-4.202466	0.13862852	up
236538_at	1.44E-01	4.18E-02	-2.1036818	-4.202618	-0.079015	GRIA2	1.44E-01	4.18E-02	-2.1036818	-4.202618	-0.079015	down
237028_at	1.44E-01	4.18E-02	-2.1035797	-4.202808	-0.18482343	ENO1-AS1	1.44E-01	4.18E-02	-2.1035797	-4.202808	-0.18482343	down
1556084_at	1.44E-01	4.18E-02	2.1035385	-4.202885	0.19839596	HNRNPM	1.44E-01	4.18E-02	2.1035385	-4.202885	0.19839596	up
229892_at	1.44E-01	4.18E-02	2.1032252	-4.203469	0.16673384	EP400NL	1.44E-01	4.18E-02	2.1032252	-4.203469	0.16673384	up
228401_at	1.44E-01	4.18E-02	2.1029357	-4.20401	0.31556242	ATAD2	1.44E-01	4.18E-02	2.1029357	-4.20401	0.31556242	up
242571_at	1.44E-01	4.19E-02	2.1028228	-4.20422	0.44751396	REPS2	1.44E-01	4.19E-02	2.1028228	-4.20422	0.44751396	up
235593_at	1.44E-01	4.19E-02	-2.1026724	-4.204501	-0.27681971	ZEB2	1.44E-01	4.19E-02	-2.1026724	-4.204501	-0.27681971	down
223966_at	1.44E-01	4.19E-02	2.1026205	-4.204597	0.10958944	UBE2D3	1.44E-01	4.19E-02	2.1026205	-4.204597	0.10958944	up
1557607_at	1.44E-01	4.19E-02	2.1025798	-4.204673	0.21782829	LOC284080	1.44E-01	4.19E-02	2.1025798	-4.204673	0.21782829	up
223303_at	1.44E-01	4.19E-02	2.1025501	-4.204729	0.34742776	FERMT3	1.44E-01	4.19E-02	2.1025501	-4.204729	0.34742776	up
231741_at	1.44E-01	4.19E-02	2.1025447	-4.204739	0.2134418	S1PR3	1.44E-01	4.19E-02	2.1025447	-4.204739	0.2134418	up
207658_s_at	1.44E-01	4.19E-02	2.1024141	-4.204982	0.17323017	FOXG1	1.44E-01	4.19E-02	2.1024141	-4.204982	0.17323017	up
220970_s_at	1.44E-01	4.19E-02	2.1023816	-4.205043	0.14027607	KRTAP2-3///KRTAP2-4	1.44E-01	4.19E-02	2.1023816	-4.205043	0.14027607	up
235166_at	1.44E-01	4.19E-02	2.1023394	-4.205122	0.23569957	ZNF148	1.44E-01	4.19E-02	2.1023394	-4.205122	0.23569957	up
230266_at	1.44E-01	4.19E-02	2.1022862	-4.205221	0.35817794	RAB7B	1.44E-01	4.19E-02	2.1022862	-4.205221	0.35817794	up
219260_s_at	1.44E-01	4.19E-02	-2.1022654	-4.20526	-0.37780418	ELP5	1.44E-01	4.19E-02	-2.1022654	-4.20526	-0.37780418	down
222709_at	1.44E-01	4.19E-02	-2.1020263	-4.205706	-0.17875643	ATG7	1.44E-01	4.19E-02	-2.1020263	-4.205706	-0.17875643	down
219442_at	1.44E-01	4.19E-02	-2.1019202	-4.205904	-0.19399067	CLUHP3	1.44E-01	4.19E-02	-2.1019202	-4.205904	-0.19399067	down
222867_s_at	1.44E-01	4.19E-02	-2.1018391	-4.206055	-0.1526066	MED31	1.44E-01	4.19E-02	-2.1018391	-4.206055	-0.1526066	down
230208_at	1.44E-01	4.19E-02	2.1018312	-4.206069	0.20318504	HCN4	1.44E-01	4.19E-02	2.1018312	-4.206069	0.20318504	up
230341_x_at	1.44E-01	4.20E-02	2.1017486	-4.206224	0.21885425	ADAMTS10	1.44E-01	4.20E-02	2.1017486	-4.206224	0.21885425	up
220665_at	1.44E-01	4.20E-02	2.1016653	-4.206379	0.17482235	LUZP4	1.44E-01	4.20E-02	2.1016653	-4.206379	0.17482235	up
1557071_s_at	1.44E-01	4.20E-02	2.101626	-4.206452	0.19453179	NUB1	1.44E-01	4.20E-02	2.101626	-4.206452	0.19453179	up
243108_at	1.44E-01	4.20E-02	2.1015033	-4.206681	0.16742912	RANBP9	1.44E-01	4.20E-02	2.1015033	-4.206681	0.16742912	up
1570351_at	1.44E-01	4.20E-02	2.101407	-4.20686	0.12466046	ADAMTS6	1.44E-01	4.20E-02	2.101407	-4.20686	0.12466046	up
205980_s_at	1.44E-01	4.20E-02	-2.1012789	-4.207099	-0.29300371	PRR5-ARHGAP8///ARHGAP8	1.44E-01	4.20E-02	-2.1012789	-4.207099	-0.29300371	down
236838_at	1.44E-01	4.20E-02	2.1011667	-4.207308	0.15736765	SRCIN1	1.44E-01	4.20E-02	2.1011667	-4.207308	0.15736765	up
1553212_at	1.44E-01	4.20E-02	2.1010632	-4.207501	0.1545378	KRT78	1.44E-01	4.20E-02	2.1010632	-4.207501	0.1545378	up
203231_s_at	1.44E-01	4.20E-02	-2.1010383	-4.207548	-0.50206853	ATXN1	1.44E-01	4.20E-02	-2.1010383	-4.207548	-0.50206853	down
209860_s_at	1.44E-01	4.20E-02	2.1009849	-4.207647	0.20746229	ANXA7	1.44E-01	4.20E-02	2.1009849	-4.207647	0.20746229	up
222677_x_at	1.44E-01	4.20E-02	2.100841	-4.207916	0.1927368	AURKAIP1	1.44E-01	4.20E-02	2.100841	-4.207916	0.1927368	up
229598_at	1.44E-01	4.20E-02	-2.1008359	-4.207925	-0.37798401	COBLL1	1.44E-01	4.20E-02	-2.1008359	-4.207925	-0.37798401	down
224395_s_at	1.44E-01	4.21E-02	2.1007444	-4.208096	0.21663849	RNF7	1.44E-01	4.21E-02	2.1007444	-4.208096	0.21663849	up
214326_x_at	1.44E-01	4.21E-02	2.1007078	-4.208164	0.36547157	JUND	1.44E-01	4.21E-02	2.1007078	-4.208164	0.36547157	up
212113_at	1.44E-01	4.21E-02	2.1005354	-4.208485	0.42737013	ATXN7L3B	1.44E-01	4.21E-02	2.1005354	-4.208485	0.42737013	up
241027_at	1.44E-01	4.21E-02	-2.1005326	-4.20849	-0.11192951	OPA1	1.44E-01	4.21E-02	-2.1005326	-4.20849	-0.11192951	down
222161_at	1.44E-01	4.21E-02	-2.1003974	-4.208742	-0.19235487	NAALAD2	1.44E-01	4.21E-02	-2.1003974	-4.208742	-0.19235487	down
242843_at	1.44E-01	4.21E-02	2.1003851	-4.208765	0.18223713	BCAN	1.44E-01	4.21E-02	2.1003851	-4.208765	0.18223713	up
208825_x_at	1.44E-01	4.21E-02	2.1003196	-4.208887	0.09575316	SNORD42A///RPL23A	1.44E-01	4.21E-02	2.1003196	-4.208887	0.09575316	up
1563528_at	1.44E-01	4.21E-02	2.1002705	-4.208979	0.12511132	RAPGEF4-AS1	1.44E-01	4.21E-02	2.1002705	-4.208979	0.12511132	up
225140_at	1.44E-01	4.21E-02	2.1002383	-4.209039	0.46479853	KLF3	1.44E-01	4.21E-02	2.1002383	-4.209039	0.46479853	up
212251_at	1.44E-01	4.21E-02	-2.1001131	-4.209272	-0.28566295	MTDH	1.44E-01	4.21E-02	-2.1001131	-4.209272	-0.28566295	down
224556_s_at	1.44E-01	4.21E-02	2.1000665	-4.209359	0.19093906	LHX6	1.44E-01	4.21E-02	2.1000665	-4.209359	0.19093906	up
1568718_at	1.44E-01	4.21E-02	2.0999988	-4.209485	0.20220683	SLC22A23	1.44E-01	4.21E-02	2.0999988	-4.209485	0.20220683	up
211205_x_at	1.44E-01	4.21E-02	2.0998147	-4.209828	0.38294114	PIP5K1A	1.44E-01	4.21E-02	2.0998147	-4.209828	0.38294114	up
236496_at	1.44E-01	4.21E-02	-2.0997501	-4.209949	-0.25732504	DEGS2	1.44E-01	4.21E-02	-2.0997501	-4.209949	-0.25732504	down
223328_at	1.44E-01	4.22E-02	2.0996291	-4.210174	0.12456596	ARMC10	1.44E-01	4.22E-02	2.0996291	-4.210174	0.12456596	up
209057_x_at	1.45E-01	4.22E-02	2.0992946	-4.210797	0.24064495	CDC5L	1.45E-01	4.22E-02	2.0992946	-4.210797	0.24064495	up
201316_at	1.45E-01	4.22E-02	-2.0992767	-4.21083	-0.22428874	PSMA2	1.45E-01	4.22E-02	-2.0992767	-4.21083	-0.22428874	down
213678_at	1.45E-01	4.22E-02	2.0991884	-4.210995	0.15318008	TMEM151B	1.45E-01	4.22E-02	2.0991884	-4.210995	0.15318008	up
217146_at	1.45E-01	4.22E-02	2.0990259	-4.211298	0.21358618	JRK	1.45E-01	4.22E-02	2.0990259	-4.211298	0.21358618	up
206188_at	1.45E-01	4.22E-02	-2.0989957	-4.211354	-0.30535526	ZNF623	1.45E-01	4.22E-02	-2.0989957	-4.211354	-0.30535526	down
213697_at	1.45E-01	4.22E-02	2.0989909	-4.211363	0.14273608	HIPK3	1.45E-01	4.22E-02	2.0989909	-4.211363	0.14273608	up
1553838_at	1.45E-01	4.22E-02	2.098756	-4.2118	0.16851307	C4orf45	1.45E-01	4.22E-02	2.098756	-4.2118	0.16851307	up
222441_x_at	1.45E-01	4.22E-02	2.0986661	-4.211968	0.3633751	PRELID3B	1.45E-01	4.22E-02	2.0986661	-4.211968	0.3633751	up
224259_at	1.45E-01	4.23E-02	2.098404	-4.212456	0.12460587	WNT8A	1.45E-01	4.23E-02	2.098404	-4.212456	0.12460587	up
230252_at	1.45E-01	4.23E-02	2.0982976	-4.212654	0.17814519	LPAR5	1.45E-01	4.23E-02	2.0982976	-4.212654	0.17814519	up
209209_s_at	1.45E-01	4.23E-02	2.0980368	-4.21314	0.41328182	FERMT2	1.45E-01	4.23E-02	2.0980368	-4.21314	0.41328182	up
243565_at	1.45E-01	4.23E-02	-2.0978583	-4.213472	-0.16445398	CCDC150	1.45E-01	4.23E-02	-2.0978583	-4.213472	-0.16445398	down
200788_s_at	1.45E-01	4.24E-02	2.0971682	-4.214757	0.26264511	PEA15	1.45E-01	4.24E-02	2.0971682	-4.214757	0.26264511	up
238935_at	1.45E-01	4.24E-02	-2.0969491	-4.215165	-0.3657338	RPS27L	1.45E-01	4.24E-02	-2.0969491	-4.215165	-0.3657338	down
208389_s_at	1.45E-01	4.24E-02	2.0967829	-4.215474	0.16858952	SLC1A2	1.45E-01	4.24E-02	2.0967829	-4.215474	0.16858952	up
229441_at	1.45E-01	4.25E-02	-2.096433	-4.216125	-0.19589389	PRSS23	1.45E-01	4.25E-02	-2.096433	-4.216125	-0.19589389	down
224358_s_at	1.45E-01	4.25E-02	2.0958005	-4.217302	0.50657612	MS4A7	1.45E-01	4.25E-02	2.0958005	-4.217302	0.50657612	up
217078_s_at	1.45E-01	4.25E-02	2.0957028	-4.217484	0.4047309	CD300A	1.45E-01	4.25E-02	2.0957028	-4.217484	0.4047309	up
229121_at	1.45E-01	4.25E-02	2.0955936	-4.217687	0.24868555	CMKLR1	1.45E-01	4.25E-02	2.0955936	-4.217687	0.24868555	up
208196_x_at	1.45E-01	4.26E-02	2.0953353	-4.218167	0.19544722	NFATC1	1.45E-01	4.26E-02	2.0953353	-4.218167	0.19544722	up
210046_s_at	1.45E-01	4.26E-02	-2.0952668	-4.218295	-0.24595218	IDH2	1.45E-01	4.26E-02	-2.0952668	-4.218295	-0.24595218	down
1569061_at	1.45E-01	4.26E-02	2.0951068	-4.218592	0.18212654	IQGAP3	1.45E-01	4.26E-02	2.0951068	-4.218592	0.18212654	up
220229_s_at	1.45E-01	4.26E-02	2.0950858	-4.218631	0.10916152	AP4E1	1.45E-01	4.26E-02	2.0950858	-4.218631	0.10916152	up
228535_at	1.46E-01	4.26E-02	-2.0946391	-4.219462	-0.15042433	RAD1	1.46E-01	4.26E-02	-2.0946391	-4.219462	-0.15042433	down
208391_s_at	1.46E-01	4.26E-02	2.0946225	-4.219493	0.12185744	GLP1R	1.46E-01	4.26E-02	2.0946225	-4.219493	0.12185744	up
238855_at	1.46E-01	4.26E-02	2.0945942	-4.219545	0.16451096	AHNAK	1.46E-01	4.26E-02	2.0945942	-4.219545	0.16451096	up
236467_at	1.46E-01	4.27E-02	-2.0938793	-4.220875	-0.19280847	ERICH1	1.46E-01	4.27E-02	-2.0938793	-4.220875	-0.19280847	down
214004_s_at	1.46E-01	4.27E-02	-2.0938047	-4.221013	-0.21164916	VGLL4	1.46E-01	4.27E-02	-2.0938047	-4.221013	-0.21164916	down
234812_at	1.46E-01	4.27E-02	2.0936502	-4.2213	0.12141305	LRRC59	1.46E-01	4.27E-02	2.0936502	-4.2213	0.12141305	up
220212_s_at	1.46E-01	4.27E-02	-2.0935783	-4.221434	-0.14433098	THADA	1.46E-01	4.27E-02	-2.0935783	-4.221434	-0.14433098	down
210497_x_at	1.46E-01	4.27E-02	2.0935589	-4.22147	0.19513294	SSX2B///SSX2	1.46E-01	4.27E-02	2.0935589	-4.22147	0.19513294	up
1556259_at	1.46E-01	4.28E-02	2.0931226	-4.222281	0.12363569	CADM1	1.46E-01	4.28E-02	2.0931226	-4.222281	0.12363569	up
236540_at	1.46E-01	4.28E-02	2.0930611	-4.222396	0.12517551	TPGS2	1.46E-01	4.28E-02	2.0930611	-4.222396	0.12517551	up
1554371_at	1.46E-01	4.29E-02	2.0918076	-4.224725	0.17284069	PKD1L2	1.46E-01	4.29E-02	2.0918076	-4.224725	0.17284069	up
228814_at	1.46E-01	4.29E-02	2.091638	-4.22504	0.14938169	RBBP6	1.46E-01	4.29E-02	2.091638	-4.22504	0.14938169	up
1568830_at	1.46E-01	4.30E-02	2.0906045	-4.226959	0.12179234	IRAK3	1.46E-01	4.30E-02	2.0906045	-4.226959	0.12179234	up
209970_x_at	1.46E-01	4.30E-02	2.090504	-4.227146	0.42020793	CASP1	1.46E-01	4.30E-02	2.090504	-4.227146	0.42020793	up
226354_at	1.46E-01	4.30E-02	2.0904783	-4.227193	0.31742277	LACTB	1.46E-01	4.30E-02	2.0904783	-4.227193	0.31742277	up
240149_at	1.47E-01	4.31E-02	2.0898723	-4.228318	0.12721759	HEATR6	1.47E-01	4.31E-02	2.0898723	-4.228318	0.12721759	up
213104_at	1.47E-01	4.31E-02	-2.0895561	-4.228905	-0.15508292	TSR3	1.47E-01	4.31E-02	-2.0895561	-4.228905	-0.15508292	down
214702_at	1.47E-01	4.31E-02	2.0891676	-4.229626	0.22523726	FN1	1.47E-01	4.31E-02	2.0891676	-4.229626	0.22523726	up
224171_at	1.47E-01	4.32E-02	2.0889972	-4.229942	0.1547757	LSM14B	1.47E-01	4.32E-02	2.0889972	-4.229942	0.1547757	up
219136_s_at	1.47E-01	4.32E-02	-2.0886196	-4.230643	-0.19846251	LMF1	1.47E-01	4.32E-02	-2.0886196	-4.230643	-0.19846251	down
244578_at	1.47E-01	4.32E-02	2.0883714	-4.231103	0.112074	LCP2	1.47E-01	4.32E-02	2.0883714	-4.231103	0.112074	up
222241_at	1.47E-01	4.33E-02	2.0872424	-4.233197	0.17012431	MVB12B	1.47E-01	4.33E-02	2.0872424	-4.233197	0.17012431	up
65472_at	1.47E-01	4.33E-02	-2.0870177	-4.233614	-0.30154321	C2orf68	1.47E-01	4.33E-02	-2.0870177	-4.233614	-0.30154321	down
232631_at	1.47E-01	4.33E-02	2.0869857	-4.233673	0.26888433	CDH6	1.47E-01	4.33E-02	2.0869857	-4.233673	0.26888433	up
207391_s_at	1.47E-01	4.34E-02	-2.0867185	-4.234169	-0.26081811	PIP5K1A	1.47E-01	4.34E-02	-2.0867185	-4.234169	-0.26081811	down
229077_at	1.47E-01	4.34E-02	2.0861261	-4.235267	0.13140078	KATNB1	1.47E-01	4.34E-02	2.0861261	-4.235267	0.13140078	up
1553694_a_at	1.47E-01	4.34E-02	2.0860919	-4.23533	0.71990067	PIK3C2A	1.47E-01	4.34E-02	2.0860919	-4.23533	0.71990067	up
215830_at	1.47E-01	4.35E-02	2.0857685	-4.23593	0.16273901	SHANK2	1.47E-01	4.35E-02	2.0857685	-4.23593	0.16273901	up
214121_x_at	1.47E-01	4.35E-02	2.0856235	-4.236198	0.25586896	PDLIM7	1.47E-01	4.35E-02	2.0856235	-4.236198	0.25586896	up
224733_at	1.47E-01	4.35E-02	2.0854779	-4.236468	0.39310377	CMTM3	1.47E-01	4.35E-02	2.0854779	-4.236468	0.39310377	up
238468_at	1.47E-01	4.35E-02	-2.0854112	-4.236592	-0.30628345	TNRC6B	1.47E-01	4.35E-02	-2.0854112	-4.236592	-0.30628345	down
1562440_at	1.47E-01	4.35E-02	-2.0851441	-4.237087	-0.31570259	MAP3K13	1.47E-01	4.35E-02	-2.0851441	-4.237087	-0.31570259	down
219160_s_at	1.48E-01	4.35E-02	2.0850301	-4.237298	0.1688503	PAPOLG	1.48E-01	4.35E-02	2.0850301	-4.237298	0.1688503	up
222617_s_at	1.48E-01	4.36E-02	2.0845568	-4.238175	0.32650768	FAM204A	1.48E-01	4.36E-02	2.0845568	-4.238175	0.32650768	up
241754_at	1.48E-01	4.36E-02	2.0842816	-4.238685	0.15971107	SCAI	1.48E-01	4.36E-02	2.0842816	-4.238685	0.15971107	up
221686_s_at	1.48E-01	4.36E-02	-2.0841698	-4.238892	-0.22454971	RECQL5	1.48E-01	4.36E-02	-2.0841698	-4.238892	-0.22454971	down
211079_s_at	1.48E-01	4.37E-02	2.0837809	-4.239612	0.11498271	DYRK1A	1.48E-01	4.37E-02	2.0837809	-4.239612	0.11498271	up
1555963_x_at	1.48E-01	4.37E-02	2.0835954	-4.239956	0.22668626	B3GNT7	1.48E-01	4.37E-02	2.0835954	-4.239956	0.22668626	up
214230_at	1.48E-01	4.37E-02	-2.083487	-4.240156	-0.11960424	CDC42	1.48E-01	4.37E-02	-2.083487	-4.240156	-0.11960424	down
203362_s_at	1.48E-01	4.37E-02	2.0833473	-4.240415	0.48714567	MAD2L1	1.48E-01	4.37E-02	2.0833473	-4.240415	0.48714567	up
229100_s_at	1.48E-01	4.37E-02	-2.0832661	-4.240565	-0.19808314	TIMM22	1.48E-01	4.37E-02	-2.0832661	-4.240565	-0.19808314	down
210812_at	1.48E-01	4.37E-02	2.0832582	-4.24058	0.19963204	XRCC4	1.48E-01	4.37E-02	2.0832582	-4.24058	0.19963204	up
222294_s_at	1.48E-01	4.37E-02	2.082897	-4.241249	0.53449746	RAB27A	1.48E-01	4.37E-02	2.082897	-4.241249	0.53449746	up
223827_at	1.48E-01	4.37E-02	2.0828827	-4.241275	0.33278653	TNFRSF19	1.48E-01	4.37E-02	2.0828827	-4.241275	0.33278653	up
227567_at	1.48E-01	4.37E-02	-2.0828513	-4.241333	-0.22397483	LINC00674	1.48E-01	4.37E-02	-2.0828513	-4.241333	-0.22397483	down
1558727_at	1.48E-01	4.38E-02	2.0827137	-4.241588	0.1344472	SERP2	1.48E-01	4.38E-02	2.0827137	-4.241588	0.1344472	up
242656_at	1.48E-01	4.38E-02	-2.0825981	-4.241802	-0.15107989	GTF2H1	1.48E-01	4.38E-02	-2.0825981	-4.241802	-0.15107989	down
205235_s_at	1.48E-01	4.38E-02	2.0821935	-4.242551	0.18014095	KIF20B	1.48E-01	4.38E-02	2.0821935	-4.242551	0.18014095	up
204095_s_at	1.48E-01	4.38E-02	2.08208	-4.242761	0.18343138	ELL	1.48E-01	4.38E-02	2.08208	-4.242761	0.18343138	up
1561908_a_at	1.48E-01	4.39E-02	2.0816937	-4.243476	0.1327987	HS3ST3B1	1.48E-01	4.39E-02	2.0816937	-4.243476	0.1327987	up
219289_at	1.48E-01	4.39E-02	-2.081352	-4.244108	-0.18939929	HEATR3	1.48E-01	4.39E-02	-2.081352	-4.244108	-0.18939929	down
1557994_at	1.48E-01	4.39E-02	2.0813439	-4.244123	0.20956098	TTN	1.48E-01	4.39E-02	2.0813439	-4.244123	0.20956098	up
214904_at	1.48E-01	4.39E-02	2.0812064	-4.244377	0.15110267	ZNF41	1.48E-01	4.39E-02	2.0812064	-4.244377	0.15110267	up
202865_at	1.48E-01	4.39E-02	2.0811861	-4.244415	0.18617872	DNAJB12	1.48E-01	4.39E-02	2.0811861	-4.244415	0.18617872	up
227205_at	1.48E-01	4.39E-02	-2.0810905	-4.244592	-0.29650256	TAF1	1.48E-01	4.39E-02	-2.0810905	-4.244592	-0.29650256	down
