ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0070821	tertiary granule membrane	11/928	73/19869	0.000544685161291354	0.00501110348388046	0.00396054473554361	PTAFR/CD59/ATP11A/SNAP23/TMEM63A/CYBB/CD53/ITGB2/ADAM10/FCER1G/PLAU	11
CC	GO:0035580	specific granule lumen	10/928	62/19869	0.000555445846989662	0.005032676007573	0.00397759466185579	LRG1/OLFM4/DOCK2/PTX3/LCN2/SLPI/LTF/QPCT/LYZ/AOC1	10
CC	GO:0098636	protein complex involved in cell adhesion	9/928	52/19869	0.000612373611792455	0.005465662982864	0.00431980756786822	ITGA8/LAMC1/ITGB1/ITGB3/ITGB8/NID1/ITGB2/ITGA6/PLAU	9
CC	GO:0005581	collagen trimer	12/928	86/19869	0.000634386107027267	0.00557886605885744	0.00440927805039076	COL7A1/C1QTNF7/MSR1/COL4A1/COL4A2/COLEC11/C1QB/COL14A1/COL1A1/COL3A1/COL5A1/C1QC	12
CC	GO:0005769	early endosome	34/928	414/19869	0.00106920394416335	0.00926643418274902	0.0073237615702417	TMEM165/VPS35/NRP1/MAPK1/SLC1A1/ATP11A/SLC39A14/ATP13A3/EGFR/RAB5A/BOK/EHD3/RAB1A/ACKR3/TMEM30A/SNX19/SORT1/ADRB1/MTMR2/USP10/CLCN5/HLA-DRA/PTP4A1/PICALM/STEAP4/TFRC/SNX20/EPHA4/LTF/RHOB/NTRK2/VCAM1/CORO1A/GPNMB	34
CC	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	15/928	133/19869	0.00139090113487822	0.0118822696951025	0.00939119713624545	COL7A1/SEC23IP/CTSC/CD59/RAB2A/FN1/FTCD/P4HB/VMP1/SERPINA1/LRPAP1/TAPBP/TMED2/LMAN1/HMGB1	15
CC	GO:0030134	COPII-coated ER to Golgi transport vesicle	12/928	95/19869	0.00154672221959292	0.0130273223565714	0.0102961938709744	SEC23A/COL7A1/SEC23IP/CTSC/CD59/SAR1B/SERPINA1/HLA-DRA/TMED2/LMAN1/CD74/USO1	12
CC	GO:0005905	clathrin-coated pit	10/928	71/19869	0.00163497416833853	0.0135793687870339	0.0107325058711111	AMN/EPN3/ARRB1/ACKR3/SORT1/PICALM/TFRC/CDHR5/CUBN/SELE	10
CC	GO:0001726	ruffle	18/928	178/19869	0.00173228286442728	0.0141904815469523	0.011215501169832	EZR/RHOA/IQGAP1/TLN2/TRPM7/EGFR/RAB5A/PALLD/ITGB1/ITGB3/FERMT1/NCKAP1/MACF1/TPM1/TWF1/PLEKHA1/LIMA1/FAP	18
CC	GO:0044853	plasma membrane raft	13/928	113/19869	0.00236572155211395	0.0191175876778938	0.0151096582773708	EZR/CTNNA1/MAPK1/PRKAR1A/INSR/TGFBR2/IGF1R/TFPI/MAL/MS4A4A/SELE/ITGB2/HCK	13
CC	GO:0012507	ER to Golgi transport vesicle membrane	9/928	63/19869	0.00249406424164864	0.0198860055534118	0.0157169802736876	SEC23A/SEC23IP/CD59/SAR1B/HLA-DRA/TMED2/LMAN1/CD74/USO1	9
CC	GO:0005884	actin filament	13/928	114/19869	0.00255892662048108	0.0201347120927327	0.0159135464348477	EZR/PDLIM5/IQGAP1/COTL1/ACTB/PALLD/GAS2/NCKAP1/TPM1/TWF1/HCK/PDLIM2/CORO1A	13
CC	GO:0098978	glutamatergic synapse	27/928	324/19869	0.00272334852911996	0.0211388757429047	0.0167071910025774	VPS35/RHOA/NRP1/KPNA2/FBXL20/RNF19A/DLG1/PRKAR1A/YWHAZ/ACTB/NTRK3/ITGB1/PLG/ABHD17C/ITGB3/CANX/GPC4/SPTBN1/TNIK/DNM3/ABHD6/EIF4E/EPHA4/FXR1/ADAM10/CORO1A/PLEKHA5	27
CC	GO:0008305	integrin complex	6/928	31/19869	0.002757244662118	0.0211388757429047	0.0167071910025774	ITGA8/ITGB1/ITGB3/ITGB8/ITGB2/ITGA6	6
CC	GO:0030496	midbody	19/928	203/19869	0.0031721399631997	0.0240118949113091	0.0189778926512547	RHOA/CENPF/CDK1/IQGAP1/EML4/CLIC4/CPEB3/RAD21/EXOC6/HSP90B1/ANLN/KIF20A/GNAI3/SPAG5/RAB11FIP3/TXNDC9/CDC42/RDX/EXOC5	19
CC	GO:0030673	axolemma	4/928	14/19869	0.00324910829631871	0.0242870845149823	0.0191953898032513	SPTBN1/EPB41L3/MAPT/THY1	4
CC	GO:0030665	clathrin-coated vesicle membrane	14/928	132/19869	0.00350367913295358	0.0258666681667437	0.0204438197621333	ATP6V1C1/EPN3/EGFR/RAB5A/M6PR/ATP6V1A/GAD1/ATP6V0E2/HLA-DRA/EGF/TFRC/SCARB2/CD74/IL7R	14
CC	GO:0071682	endocytic vesicle lumen	5/928	23/19869	0.00366227608246985	0.026707818259963	0.0211086259438891	HSPH1/HSP90B1/LTF/HSP90AA1/HBB	5
CC	GO:0019898	extrinsic component of membrane	26/928	316/19869	0.00382539739010746	0.0275612968588465	0.0217831760070799	SOCS7/EZR/GNB1/GNG12/CTNNA1/SEC23A/RHOA/COQ8A/DEFB1/KPNA2/ESYT2/IQGAP1/EPN3/CDH6/GNA13/PLG/MAL/TPR/PICALM/GNAI3/CUBN/UMOD/HCK/SOCS3/ANXA13/PIK3C2A	26
CC	GO:0030658	transport vesicle membrane	20/928	222/19869	0.00388410696028185	0.0276511424077208	0.0218541857790294	SYPL1/SEC23A/SEC23IP/CD59/ATP6V1C1/SAR1B/RAB5A/RAB1A/TMEM30A/ATP6V0E2/HLA-DRA/TMED2/STX16/SCAMP1/LMAN1/SLC30A8/CD74/AQP2/AMPH/USO1	20
CC	GO:0030666	endocytic vesicle membrane	18/928	194/19869	0.00439915399667445	0.030948208499668	0.0244600345297499	CAMK2G/MSR1/SNAP23/EGFR/RAB5A/M6PR/TAPBP/ATP6V0E2/HLA-DRA/EGF/TFRC/CYBB/SCARB2/CD74/CD163/CORO1A/RAB8B/IL7R	18
CC	GO:0031233	intrinsic component of external side of plasma membrane	5/928	24/19869	0.00445074570396563	0.030948208499668	0.0244600345297499	CD59/ADAM9/CD14/THY1/GP2	5
CC	GO:0030133	transport vesicle	32/928	423/19869	0.0052019221467085	0.0357557407325481	0.0282596859512658	SYPL1/SEC23A/SEC23IP/CD59/COPA/ATP6V1C1/SAR1B/RAB5A/M6PR/RAB1A/GOPC/TMEM30A/ATP6V1A/SORT1/MTMR2/CLCN5/ATP6V0E2/HLA-DRA/TMED2/PICALM/SYT17/STX16/SCAMP1/LMAN1/LAPTM5/SLC30A8/CD74/AQP2/HCK/AMPH/RAB8B/USO1	32
CC	GO:0032587	ruffle membrane	11/928	97/19869	0.00553830166632335	0.0376352772325155	0.0297451847868324	EZR/RHOA/EGFR/ITGB1/ITGB3/FERMT1/MACF1/TPM1/TWF1/PLEKHA1/FAP	11
CC	GO:0031225	anchored component of membrane	16/928	169/19869	0.00578613004101413	0.0388775928598478	0.0307270536772956	ITLN1/CD59/RAB5A/FCGR3B/TFPI/TREH/GPC4/CD14/GPC5/LYPD1/UMOD/THY1/GP2/DPEP1/NEGR1/XPNPEP2	16
CC	GO:0030669	clathrin-coated endocytic vesicle membrane	9/928	72/19869	0.00618443934360772	0.041092163638638	0.0324773481319283	EGFR/RAB5A/M6PR/HLA-DRA/EGF/TFRC/SCARB2/CD74/IL7R	9
CC	GO:0031092	platelet alpha granule membrane	4/928	17/19869	0.00690886956696467	0.0454011428686249	0.0358829662876476	APLP2/PECAM1/ITGB3/PCDH7	4
CC	GO:0097386	glial cell projection	6/928	38/19869	0.00783890577104719	0.0509528875118067	0.0402708088238008	SLC1A1/ITGB1/KCNJ10/ADGRG1/MAPT/GLUL	6
CC	GO:0016607	nuclear speck	31/928	419/19869	0.00802907830939791	0.0516278368711822	0.0408042576221807	AR/ZNF395/PABPN1/LMNA/WTAP/SLC34A1/DHX15/SF3B1/HECTD1/BCLAF1/GCAT/NAMPT/PRPF6/OGG1/SLC2A4RG/DDX42/GLI3/RSRC1/NFKBIZ/FYTTD1/MAPT/SPOP/CDC5L/SRRM2/AAGAB/FAM76B/PNN/PPP1R16B/SLC28A1/HIF1A/IFI16	31
CC	GO:0016234	inclusion body	9/928	76/19869	0.00878141086836521	0.0558647202051319	0.0441528945117131	PABPN1/HSP90AB1/PRDM16/TPR/PICALM/CLU/MAPT/MIOX/RANBP2	9
CC	GO:0045334	clathrin-coated endocytic vesicle	10/928	90/19869	0.00917915231174135	0.057780348236014	0.0456669184262811	EGFR/RAB5A/M6PR/HLA-DRA/PICALM/EGF/TFRC/SCARB2/CD74/IL7R	10
CC	GO:0005778	peroxisomal membrane	8/928	64/19869	0.00959745511913102	0.0591678160952613	0.0467635089364061	MPV17L/MGST1/ABCD3/ACSL4/ALDH3A2/AGPS/DAO/RAB8B	8
CC	GO:0031903	microbody membrane	8/928	64/19869	0.00959745511913102	0.0591678160952613	0.0467635089364061	MPV17L/MGST1/ABCD3/ACSL4/ALDH3A2/AGPS/DAO/RAB8B	8
CC	GO:0005796	Golgi lumen	11/928	106/19869	0.010625365099927	0.0648364115281262	0.0512437049394978	DEFB1/LRPAP1/GPC4/MUC13/ERO1A/VCAN/GPC5/UMOD/OMD/OGN/HS3ST1	11
CC	GO:0031901	early endosome membrane	16/928	183/19869	0.0120280760261929	0.0725425907212288	0.0573343130326206	TMEM165/SLC1A1/SLC39A14/ATP13A3/EGFR/RAB5A/BOK/TMEM30A/SNX19/MTMR2/HLA-DRA/STEAP4/SNX20/EPHA4/NTRK2/GPNMB	16
CC	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	9/928	80/19869	0.0121308680135834	0.0725425907212288	0.0573343130326206	COL7A1/CTSC/CD59/RAB2A/VMP1/SERPINA1/TAPBP/TMED2/LMAN1	9
CC	GO:0031362	anchored component of external side of plasma membrane	4/928	20/19869	0.0125859385628158	0.0733983407911974	0.0580106583616399	CD59/CD14/THY1/GP2	4
CC	GO:0034663	endoplasmic reticulum chaperone complex	3/928	11/19869	0.012642189132932	0.0733983407911974	0.0580106583616399	P4HB/HSP90B1/DNAJC10	3
CC	GO:0042589	zymogen granule membrane	3/928	11/19869	0.012642189132932	0.0733983407911974	0.0580106583616399	TMED2/SCAMP1/GP2	3
CC	GO:0097038	perinuclear endoplasmic reticulum	4/928	21/19869	0.0149842797134459	0.0852339362395221	0.0673649663290714	CLU/CYBB/TRIM13/ADAM10	4
CC	GO:0019897	extrinsic component of plasma membrane	15/928	172/19869	0.0150374916255129	0.0852339362395221	0.0673649663290714	GNB1/GNG12/CTNNA1/RHOA/KPNA2/ESYT2/IQGAP1/EPN3/CDH6/GNA13/PLG/PICALM/GNAI3/CUBN/HCK	15
CC	GO:0055038	recycling endosome membrane	10/928	97/19869	0.0151083565909521	0.0852339362395221	0.0673649663290714	SLC1A1/ATP13A3/BOK/EHD3/NDRG1/ABHD17C/TFRC/SCAMP1/RAB11FIP3/RAB8B	10
CC	GO:0030427	site of polarized growth	15/928	173/19869	0.0157804431043542	0.0881935044523723	0.0697040723448604	IQGAP1/HSP90AB1/COPA/ARPC5/EXOC6/PALLD/L1CAM/PAFAH1B1/MAPT/EPHA4/FXR1/NEFL/THY1/HSP90AA1/FRYL	15
CC	GO:0005583	fibrillar collagen trimer	3/928	12/19869	0.0162791007317949	0.0884991112510304	0.0699456098428316	COL1A1/COL3A1/COL5A1	3
CC	GO:0042405	nuclear inclusion body	3/928	12/19869	0.0162791007317949	0.0884991112510304	0.0699456098428316	PABPN1/TPR/RANBP2	3
CC	GO:0098643	banded collagen fibril	3/928	12/19869	0.0162791007317949	0.0884991112510304	0.0699456098428316	COL1A1/COL3A1/COL5A1	3
CC	GO:0098685	Schaffer collateral - CA1 synapse	8/928	72/19869	0.0187758958826608	0.101153024665145	0.0799466785330933	FBXL20/ACTB/ADRB1/ITGB1/PLG/AKAP12/EPHA4/NEFL	8
CC	GO:0044292	dendrite terminus	3/928	13/19869	0.0204400924459314	0.109001675119983	0.0861498893308789	HSP90AB1/IFT57/HSP90AA1	3
CC	GO:0044295	axonal growth cone	4/928	23/19869	0.0205973065026055	0.109001675119983	0.0861498893308789	HSP90AB1/L1CAM/EPHA4/HSP90AA1	4
CC	GO:0005912	adherens junction	15/928	179/19869	0.0208475326012374	0.10935810961	0.0864315986884175	EZR/CTNNA1/PDLIM5/SNAP23/DLG1/CDH6/ACTB/NDRG1/KRT18/SSX2IP/EPHA4/TJP1/ADAM10/PDLIM2/RDX	15
CC	GO:0150034	distal axon	21/928	278/19869	0.0210910865982666	0.109673650310986	0.0866809874839514	SLC1A1/IQGAP1/HSP90AB1/COPA/TBC1D24/RAB5A/ACTB/ARPC5/EXOC6/PALLD/GAD1/L1CAM/PAFAH1B1/MAPT/GLUL/EPHA4/FXR1/NEFL/THY1/HSP90AA1/NTRK2	21
CC	GO:0032589	neuron projection membrane	7/928	60/19869	0.0212746549377906	0.109674514248265	0.0866816703000722	ITGA8/INSR/SPTBN1/EPB41L3/ADGRV1/MAPT/THY1	7
CC	GO:0098576	lumenal side of membrane	5/928	35/19869	0.022304091282469	0.113998688777064	0.0900992981181159	TAPBP/CANX/HLA-DRA/CD74/AQP2	5
CC	GO:0055037	recycling endosome	16/928	198/19869	0.0236008663987516	0.118321799336966	0.0935160850242877	SLC1A1/ATP11A/ATP13A3/BOK/EHD3/ACKR3/ITGB1/NDRG1/ABHD17C/TFRC/SCAMP1/TNIK/RAB11FIP3/AQP2/LTF/RAB8B	16
CC	GO:0043296	apical junction complex	13/928	151/19869	0.0247762168618992	0.118321799336966	0.0935160850242877	CTNNA1/RHOA/CCND1/MAGI2/TRAF4/WNK4/DLG1/CLDN1/ACTB/CLDN8/TJP1/AOC1/CLDN11	13
CC	GO:0030426	growth cone	14/928	167/19869	0.0249304534487384	0.118321799336966	0.0935160850242877	IQGAP1/HSP90AB1/COPA/ARPC5/EXOC6/PALLD/L1CAM/PAFAH1B1/MAPT/EPHA4/FXR1/NEFL/THY1/HSP90AA1	14
CC	GO:0034358	plasma lipoprotein particle	5/928	36/19869	0.0249362784869036	0.118321799336966	0.0935160850242877	MSR1/CLU/PLTP/LPL/APOH	5
CC	GO:1990777	lipoprotein particle	5/928	36/19869	0.0249362784869036	0.118321799336966	0.0935160850242877	MSR1/CLU/PLTP/LPL/APOH	5
CC	GO:0046658	anchored component of plasma membrane	7/928	62/19869	0.0250250123843357	0.118321799336966	0.0935160850242877	CD59/TREH/GPC4/CD14/GPC5/THY1/GP2	7
CC	GO:1904115	axon cytoplasm	7/928	62/19869	0.0250250123843357	0.118321799336966	0.0935160850242877	DST/PAFAH1B1/MAPT/KIF5B/NEFL/SYBU/HIF1A	7
CC	GO:0035060	brahma complex	3/928	14/19869	0.025128542668553	0.118321799336966	0.0935160850242877	ACTB/SMARCA2/DPF3	3
CC	GO:0097524	sperm plasma membrane	3/928	14/19869	0.025128542668553	0.118321799336966	0.0935160850242877	HSP90AB1/HSP90B1/HSP90AA1	3
CC	GO:0098637	protein complex involved in cell-matrix adhesion	3/928	14/19869	0.025128542668553	0.118321799336966	0.0935160850242877	LAMC1/NID1/PLAU	3
CC	GO:0017053	transcription repressor complex	8/928	77/19869	0.0269923193443517	0.126104741936893	0.0996673633685354	CCND1/PHF12/PRDM16/LIN52/GLI3/HMGB1/JUN/MYC	8
CC	GO:0005770	late endosome	21/928	288/19869	0.0295950615066001	0.13544855347435	0.107052280425952	TMEM165/VPS35/MAPK1/SLC1A1/MAGI2/SLC39A14/PRKAR1A/ATP13A3/EGFR/M6PR/TMEM30A/INSR/NEDD4L/HLA-DRA/TPCN2/SCARB2/ABHD6/CD74/CTSS/RHOB/SLC30A2	21
CC	GO:0034451	centriolar satellite	10/928	108/19869	0.0295953516924998	0.13544855347435	0.107052280425952	TMEM63A/KRT18/CD86/SSX2IP/SPAG5/PDZD2/RAB11FIP3/KIF5B/NUDT21/CSPP1	10
CC	GO:0045335	phagocytic vesicle	12/928	139/19869	0.0296718403095985	0.13544855347435	0.107052280425952	GSN/SNAP23/RAB5A/TAPBP/ATP6V0E2/CYBB/KIF5B/CDC42/LTF/CTSS/CORO1A/RAB8B	12
CC	GO:0097440	apical dendrite	3/928	15/19869	0.0303435727953019	0.137465579784777	0.108646444857182	SLC1A1/CPEB3/CLU	3
CC	GO:0034706	sodium channel complex	4/928	26/19869	0.0311578720636892	0.140093289429219	0.110723265188733	SCN4B/SCNN1B/SCNN1G/SCN3A	4
CC	GO:0032994	protein-lipid complex	5/928	39/19869	0.0339943614839092	0.151706180353565	0.119901557786923	MSR1/CLU/PLTP/LPL/APOH	5
CC	GO:0043197	dendritic spine	14/928	175/19869	0.0352073198744814	0.155955387295851	0.123259934687268	RHOA/SLC1A1/ITGA8/ITGB1/MTMR2/ABHD17C/CANX/DNM3/MAPT/EPHA4/FXR1/CDC42/NTRK2/FCGR2B	14
CC	GO:0071565	nBAF complex	3/928	16/19869	0.0360805666157234	0.158648373795607	0.125388346830184	ACTB/SMARCA2/DPF3	3
CC	GO:0044309	neuron spine	14/928	176/19869	0.0366788556839229	0.160101866415955	0.126537120261862	RHOA/SLC1A1/ITGA8/ITGB1/MTMR2/ABHD17C/CANX/DNM3/MAPT/EPHA4/FXR1/CDC42/NTRK2/FCGR2B	14
CC	GO:1905360	GTPase complex	5/928	40/19869	0.0374115141081984	0.160985067385745	0.127235161514169	GNB1/GNG12/RRAGD/GNA13/GNAI3	5
CC	GO:0005901	caveola	8/928	82/19869	0.0374196059642451	0.160985067385745	0.127235161514169	CTNNA1/MAPK1/INSR/TGFBR2/IGF1R/TFPI/SELE/HCK	8
CC	GO:0031594	neuromuscular junction	7/928	68/19869	0.0389202851557222	0.166245218022299	0.131392541615934	DLG1/PRKAR1A/TBC1D24/ITGB1/EPHA4/NEFL/UTRN	7
CC	GO:0032154	cleavage furrow	6/928	54/19869	0.0392786456616706	0.166586029118291	0.131661902964465	RHOA/ITGB1/RAB11FIP3/LIMA1/RHOB/RDX	6
CC	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	4/928	29/19869	0.0443807258592669	0.185592126320571	0.14668344431955	TAPBP/CANX/HLA-DRA/CD74	4
CC	GO:0098553	lumenal side of endoplasmic reticulum membrane	4/928	29/19869	0.0443807258592669	0.185592126320571	0.14668344431955	TAPBP/CANX/HLA-DRA/CD74	4
CC	GO:0070160	tight junction	11/928	132/19869	0.0450942882368722	0.187266558094789	0.148006837853477	CCND1/MAGI2/TRAF4/WNK4/DLG1/CLDN1/ACTB/CLDN8/TJP1/AOC1/CLDN11	11
CC	GO:0008287	protein serine/threonine phosphatase complex	6/928	56/19869	0.0457107291213377	0.188517351824551	0.148995407444506	PPP1CB/PPP1R3E/PPP2R2B/PPP2R1B/LRRC43/NCK1	6
CC	GO:0030016	myofibril	17/928	233/19869	0.0465266052993015	0.190567876499879	0.150616047436095	PDLIM5/ENO1/CALD1/PALLD/DST/SPTBN1/CAPN3/AHNAK/LMAN1/CAB39/TRIM63/TPM1/TWF1/KCNE1/FXR1/PDLIM2/MYH8	17
CC	GO:0000164	protein phosphatase type 1 complex	3/928	18/19869	0.0490860961182499	0.198205696821805	0.156652627834871	PPP1R3E/LRRC43/NCK1	3
CC	GO:0044214	spanning component of plasma membrane	3/928	18/19869	0.0490860961182499	0.198205696821805	0.156652627834871	EGFR/CDHR5/SLC4A4	3
CC	GO:0005790	smooth endoplasmic reticulum	4/928	30/19869	0.0493857003786771	0.198205696821805	0.156652627834871	FTCD/PGRMC1/CANX/SLMAP	4
CC	GO:0032153	cell division site	7/928	72/19869	0.0505392200403764	0.201483023894301	0.159242875776344	RHOA/ITGB1/ANLN/RAB11FIP3/LIMA1/RHOB/RDX	7
CC	GO:1903293	phosphatase complex	6/928	58/19869	0.0527608012151958	0.208946749183358	0.165141859502425	PPP1CB/PPP1R3E/PPP2R2B/PPP2R1B/LRRC43/NCK1	6
CC	GO:0042383	sarcolemma	11/928	136/19869	0.053840788031012	0.211820995016744	0.167413530650446	CACNB2/DLG1/ITGB1/IGF1R/SLMAP/CAPN3/AHNAK/UTRN/VCAM1/RDX/SLC2A5	11
CC	GO:0016528	sarcoplasm	8/928	89/19869	0.0560998536375833	0.219266094609639	0.173297793486583	THBS1/CALU/CAMK2G/GSN/HSP90B1/RASD1/S100A1/SCN3A	8
CC	GO:0120111	neuron projection cytoplasm	8/928	90/19869	0.0591766209376386	0.229789735848753	0.181615193444974	DST/CANX/PAFAH1B1/MAPT/KIF5B/NEFL/SYBU/HIF1A	8
CC	GO:0000791	euchromatin	6/928	60/19869	0.0604361948340138	0.233166738778969	0.184284220580456	NR1H4/ESR1/CREB1/ICE2/JUN/HIF1A	6
CC	GO:0005741	mitochondrial outer membrane	15/928	207/19869	0.061661218669187	0.235528011121641	0.186150461175175	CASP8/SFXN2/PGRMC1/PPP2R2B/MCL1/BOK/MGST1/BPHL/ATF2/ACSL4/ACACB/EPHA4/RSAD2/DAO/GK	15
CC	GO:0043292	contractile fiber	17/928	242/19869	0.061972353541168	0.235528011121641	0.186150461175175	PDLIM5/ENO1/CALD1/PALLD/DST/SPTBN1/CAPN3/AHNAK/LMAN1/CAB39/TRIM63/TPM1/TWF1/KCNE1/FXR1/PDLIM2/MYH8	17
CC	GO:0009898	cytoplasmic side of plasma membrane	13/928	173/19869	0.0622298089585607	0.235528011121641	0.186150461175175	EZR/GNB1/GNG12/RHOA/ESYT2/IQGAP1/DLG1/GNA13/PTP4A1/PTPRC/GNAI3/GM2A/HCK	13
CC	GO:0097546	ciliary base	5/928	47/19869	0.0670738097379615	0.252265020272333	0.199378620141309	MAGI2/PRKAR1A/IFT57/KCNJ10/GLI3	5
CC	GO:0030670	phagocytic vesicle membrane	7/928	77/19869	0.0678537481269271	0.25360338362439	0.200436400717041	SNAP23/RAB5A/TAPBP/ATP6V0E2/CYBB/CORO1A/RAB8B	7
CC	GO:0005680	anaphase-promoting complex	3/928	21/19869	0.0722281455768108	0.267061322941309	0.211072934343686	ANAPC5/CDC20/CDC27	3
CC	GO:0005834	heterotrimeric G-protein complex	4/928	34/19869	0.0723477162483146	0.267061322941309	0.211072934343686	GNB1/GNG12/GNA13/GNAI3	4
CC	GO:0005923	bicellular tight junction	10/928	127/19869	0.0737821663626328	0.270532668148449	0.213816525257267	CCND1/MAGI2/TRAF4/WNK4/DLG1/CLDN1/CLDN8/TJP1/AOC1/CLDN11	10
CC	GO:0070938	contractile ring	2/928	10/19869	0.0764548844767355	0.270532668148449	0.213816525257267	ANLN/UTRN	2
CC	GO:0071745	IgA immunoglobulin complex	2/928	10/19869	0.0764548844767355	0.270532668148449	0.213816525257267	IGKC/PIGR	2
CC	GO:0097197	tetraspanin-enriched microdomain	2/928	10/19869	0.0764548844767355	0.270532668148449	0.213816525257267	SAMHD1/ADAM10	2
CC	GO:0099243	extrinsic component of synaptic membrane	2/928	10/19869	0.0764548844767355	0.270532668148449	0.213816525257267	KPNA2/PICALM	2
CC	GO:0140092	bBAF complex	2/928	10/19869	0.0764548844767355	0.270532668148449	0.213816525257267	ACTB/SMARCA2	2
CC	GO:0140268	endoplasmic reticulum-plasma membrane contact site	2/928	10/19869	0.0764548844767355	0.270532668148449	0.213816525257267	ESYT2/GRAMD1B	2
CC	GO:0005791	rough endoplasmic reticulum	7/928	80/19869	0.0797562959751919	0.280554499959793	0.221737318222051	SEC61A1/LRPAP1/CANX/CYBB/SRPRA/GLUL/MTTP	7
CC	GO:0031968	organelle outer membrane	16/928	235/19869	0.0849908489058249	0.297219459916276	0.234908532832966	ENO1/CASP8/SFXN2/PGRMC1/PPP2R2B/MCL1/BOK/MGST1/BPHL/ATF2/ACSL4/ACACB/EPHA4/RSAD2/DAO/GK	16
CC	GO:0031672	A band	4/928	36/19869	0.0855385431409524	0.297395632548195	0.235047771543988	ENO1/DST/SPTBN1/TRIM63	4
CC	GO:0072686	mitotic spindle	13/928	183/19869	0.0877337562596369	0.299447619327796	0.236669567115262	TPX2/MAPK1/CDK1/HAUS6/NUSAP1/SLC34A1/EML4/TPR/CDC27/SPAG5/SMC3/CDC42/FAM83D	13
CC	GO:0031430	M band	3/928	23/19869	0.0898826352831042	0.299447619327796	0.236669567115262	ENO1/SPTBN1/TRIM63	3
CC	GO:0035371	microtubule plus-end	3/928	23/19869	0.0898826352831042	0.299447619327796	0.236669567115262	DST/SLAIN2/SPAG5	3
CC	GO:0019867	outer membrane	16/928	237/19869	0.0899311502693516	0.299447619327796	0.236669567115262	ENO1/CASP8/SFXN2/PGRMC1/PPP2R2B/MCL1/BOK/MGST1/BPHL/ATF2/ACSL4/ACACB/EPHA4/RSAD2/DAO/GK	16
CC	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	2/928	11/19869	0.0906354834420252	0.299447619327796	0.236669567115262	ATP6V1C1/ATP6V1A	2
CC	GO:0031074	nucleocytoplasmic transport complex	2/928	11/19869	0.0906354834420252	0.299447619327796	0.236669567115262	KPNA2/KPNA4	2
CC	GO:0033180	proton-transporting V-type ATPase, V1 domain	2/928	11/19869	0.0906354834420252	0.299447619327796	0.236669567115262	ATP6V1C1/ATP6V1A	2
CC	GO:0045293	mRNA editing complex	2/928	11/19869	0.0906354834420252	0.299447619327796	0.236669567115262	WTAP/A1CF	2
CC	GO:1905370	serine-type endopeptidase complex	2/928	11/19869	0.0906354834420252	0.299447619327796	0.236669567115262	COLEC11/PLAU	2
CC	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	8/928	99/19869	0.0915958040468856	0.300957641868338	0.237863019184798	GNB1/GNG12/RHOA/ESYT2/IQGAP1/GNA13/GNAI3/HCK	8
CC	GO:0030315	T-tubule	5/928	52/19869	0.0943839563491482	0.308424075938747	0.243764143806543	CACNB2/IGF1R/CAPN3/AHNAK/RDX	5
CC	GO:0098562	cytoplasmic side of membrane	14/928	204/19869	0.0973053061184455	0.316242244884948	0.249943263427815	EZR/GNB1/GNG12/RHOA/ESYT2/IQGAP1/DLG1/RAB5A/GNA13/PTP4A1/PTPRC/GNAI3/GM2A/HCK	14
CC	GO:0032588	trans-Golgi network membrane	8/928	101/19869	0.099956370820386	0.323102214868059	0.255365066846961	TMEM165/BOK/M6PR/HLA-DRA/STX16/SCAMP1/ARFIP1/CD74	8
CC	GO:0016281	eukaryotic translation initiation factor 4F complex	2/928	12/19869	0.105506759984071	0.333825621536903	0.263840352174035	EIF4G1/EIF4E	2
CC	GO:0031209	SCAR complex	2/928	12/19869	0.105506759984071	0.333825621536903	0.263840352174035	CYFIP2/NCKAP1	2
CC	GO:0032300	mismatch repair complex	2/928	12/19869	0.105506759984071	0.333825621536903	0.263840352174035	PMS2P5/MSH6	2
CC	GO:0044615	nuclear pore nuclear basket	2/928	12/19869	0.105506759984071	0.333825621536903	0.263840352174035	TPR/RANBP2	2
CC	GO:0001725	stress fiber	6/928	70/19869	0.108157857067665	0.338145192962711	0.267254341912088	PDLIM5/PALLD/TPM1/LIMA1/LPP/PDLIM2	6
CC	GO:0097517	contractile actin filament bundle	6/928	70/19869	0.108157857067665	0.338145192962711	0.267254341912088	PDLIM5/PALLD/TPM1/LIMA1/LPP/PDLIM2	6
CC	GO:0016471	vacuolar proton-transporting V-type ATPase complex	3/928	25/19869	0.109133816457865	0.338145192962711	0.267254341912088	ATP6V1C1/ATP6V1A/ATP6V0E2	3
CC	GO:0089717	spanning component of membrane	3/928	25/19869	0.109133816457865	0.338145192962711	0.267254341912088	EGFR/CDHR5/SLC4A4	3
CC	GO:0001917	photoreceptor inner segment	6/928	71/19869	0.113761555958779	0.350667064244072	0.277151050599522	MAGI2/MYO7A/HKDC1/MYO3B/RDH12/ADGRV1	6
